pinyinnum,pinyintone,pinyinnone,traditional,simplified,MC,OC,radsup,variant,Kroll,sensorymod,zdic,note,datasource,morphology,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,H1.sem,H1.semfreq,H1.semfam,H1.phon,H1.phonfreq,H1.phonfam,H2.sem,H2.semfreq,H2.semfam,H2.phon,H2.phonfreq,H2.phonfam,H3.sem,H3.semfreq,H3.semfam,H3.phon,H3.phonfreq,H3.phonfam,H4.sem,H4.semfreq,H4.semfam,H4.phon,H4.phonfreq,H4.phonfam
jiao1~jiao1,jiāo~jiāo,jiao~jiao,噍噍,噍噍,dzjew~dzjew,*[dz]ewk-s~*[dz]ewk-s,口,NA,onom. Pheasant's cry,SOUND,NA,"噍 jiao1 (MC dzjew), jiu1 (MC tsjuw), jiao4 (dzjewH)",Kroll,BB,噍,噍,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jiao4~jiao4,jiào~jiào,jiao~jiao,噭噭,噭噭,djewX,NA~NA,口,NA,"onom. High-pitched cry, like howling of gibbons or keening wail",SOUND,狀聲詞：(1)​ 形容哭泣聲。莊子．至樂：「人且偃然寢於巨室，而我噭噭然，隨而哭之。」文選．潘岳．楊仲武誄：「慈母哀哀，慈母痛心疾首。噭噭同生，悽悽諸舅。」(2)​ 形容鳥獸鳴聲。文選．曹植．雜詩六首之三：「飛鳥遶樹翔，噭噭鳴索群。」唐．陳子昂．晚次樂鄉縣詩：「如何此時恨，噭噭夜猿鳴。」,NA,Kroll,BB,噭,噭,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ying1~ying1,yīng~yīng,ying~ying,嚶嚶,嘤嘤,'eang~'eang,NA~NA,口,NA,"onom. birdcall, crying of birds, wee-ang, wee-ang wawk",SOUND,狀聲詞：(1)​ 形容禽鳥和鳴的聲音。詩經．小雅．伐木：「伐木丁丁，鳥鳴嚶嚶。」南朝梁．吳均．與朱元思書：「好鳥相鳴，嚶嚶成韻。」(2)​ 形容低語聲。西遊記．第二十回：「只見一老者，斜倚竹床之上，口裡嚶嚶的念佛。」聊齋志異．卷四．辛十四娘：「聞房內嚶嚶膩語，生乘醉搴簾。」(3)​ 形容低泣聲。聊齋志異．卷一．青鳳：「尾而聽之，訶詬萬端。聞青鳳嚶嚶啜泣。」(4)​ 形容清脆而細的聲音。漢．陳琳．神女賦：「文絳虯之奕奕，鳴玉鸞之嚶嚶。」比喻朋友間志趣相投。文選．謝瞻．於安城答靈運詩：「華萼相光飾，嚶嚶悅同響。」,NA,Kroll,BB,嘤,嘤,NA,NA,"5,2494","5,2494",NA,NA,1,1,NA,NA,口,50016563,297,婴,"32,6469",5,口,50016563,297,婴,"32,6469",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
kan3~kan3,kǎn~kǎn,kan~kan,坎坎,坎坎,khomX~khomX,*[k]ʰˤomʔ~*[k]ʰˤomʔ,土,NA,"onom. Striking an object (drum, pan); onom. Drumming (high pitch and fast beat); also empty, sunk and pitted",SOUND,擊鼓聲。詩經．小雅．伐木：「坎坎鼓我，蹲蹲舞我。」伐木聲。詩經．魏風．伐檀：「坎坎伐檀兮，寘之河之干兮。」不安的樣子。易經．坎卦：「六三，來之坎坎，險且枕。」空乏的樣子。漢．揚雄．太玄經．窮：「羹無糝，其腹坎坎。」不平。唐．柳宗元．弔屈原文：「哀余衷之坎坎兮，獨蘊憤而增傷。」高興、歡喜。爾雅．釋訓：「坎坎、蹲蹲，喜也。」,NA,Kroll,BB,坎,坎,NA,NA,"17,7284","17,7284",NA,NA,7,7,NA,NA,土,"17088,4346",84,欠,"283,1852",5,土,"17088,4346",84,欠,"283,1852",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tian2~tian2,tián~tián,tian~tian,填填,填填,den~den,*[d]ˤi[n]~*[d]ˤi[n],土,NA,"fully satisfied, completely content; onom. of sound of drums",SOUND,NA,NA,Kroll,BB,填,填,NA,NA,"37,8025","37,8025",NA,NA,14,14,NA,NA,土,"17088,4346",84,真,"170,6123",6,土,"17088,4346",84,真,"170,6123",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qiang1~qiang1,qiāng~qiāng,qiang~qiang,嶈嶈,嶈嶈,tshjang~tshjang,NA~NA,山,NA,"onom. of waves crashing againt cliff-walls, dashing and battering, in turbulent tumult",SOUND,NA,NA,Kroll,BB,嶈,嶈,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
jia2~jia2,jiá~jiá,jia~jia,戛戛,戛戛,keat~keat,*kˤrik~*kˤrik,戈,NA,"onom. Sudden tearing, splitting, wrenching; hard and ardous, tiring and trying",SOUND,艱難費力的樣子。唐．韓愈．答李翊書：「當其取於心而注於手也，惟陳言之務去，戛戛乎其難哉！」獨特、別樹一格。清．紀昀．閱微草堂筆記．卷十八．姑妄聽之四：「冠瀛為文，喜戛戛生造，硬語盤空。」狀聲詞。形容物相擊的聲音。唐．李邕．鶻賦：「吻戛戛而雄厲，翅翩翩而勁逸。」,NA,Kroll,BB,戛,戛,NA,NA,"0,9333","0,9333",NA,NA,2,2,NA,NA,戈,"29970,7358",17,NA,NA,NA,戈,"29970,7358",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
chuang1~chuang1,chuāng~chuāng,chuang~chuang,摐摐,摐摐,tsrhaewng~tsrhaeng,NA~NA,手,NA,cluttered and jumbled; onom. Twang of stringed instruments,SOUND,撞擊。唐．韓愈．病中贈張十八詩：「扶几導之言，曲節初摐摐。」,NA,Kroll,BB,摐,摐,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qi1~qi1,qī~qī,qi~qi,期期,期期,gi~gi,*[g](r)ə~*[g](r)ə,月,NA,"onom. of stammering, stuttering",SOUND,約定的時間。左傳．僖公二十三年：「懷公命無從亡人，期期而不至，無赦。」西漢周昌有口吃，高祖欲廢太子，昌極力勸阻，說：「臣口不能言，然臣期期知其不可。陛下雖欲廢太子，臣期期不奉詔。」欲說「極」，因口吃而重複為「期期」。典出史記．卷九十六．張丞相傳。後用以形容人因口吃而發音困難，說話不流利。文史通義．內篇二．朱陸．書朱陸後篇：「凡人口談傾倒一席，身後書傳或反不如期期不能自達之人。」,NA,Kroll,BB,期,期,NA,NA,"682,2765","682,2765",NA,NA,116,116,NA,NA,月,"21151,9802",115,其,"1622,6914",13,月,"21151,9802",115,其,"1622,6914",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi1~xi1,xī~xī,xi~xi,析析,析析,sek~sek,*[s]ˤek~*[s]ˤek,木,"淅淅, 析析","onom. for sound of wind in trees, rushing and rustling",SOUND,狀聲詞。形容風吹草木搖動的聲音。文選．謝靈運．鄰里相送方山詩：「析析就衰林，皎皎明秋月。」文選．謝靈運．七月七日夜詠牛女詩：「團團滿葉露，析析振條風。」,NA,Kroll,BB,析,析,NA,NA,"58,2568","58,2568",NA,NA,10,10,NA,NA,木,"23327,0765",210,斤,2763679,8,木,"23327,0765",210,斤,2763679,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shao1~shao1,shāo~shāo,shao~shao,梢梢,梢梢,sraew~sraew,NA~NA,木,NA,"onom. of soughing and sighing of wind; jutting out, protruding, sticking out",SOUND,狀聲詞。形容風聲。南朝宋．鮑照．野鵝賦：「風梢梢而過樹，月蒼蒼而照臺。」唐．常建．空靈山應田叟詩：「曳策背落日，江風鳴梢梢。」勁健的樣子。文選．謝朓．詶王晉安詩：「梢梢枝早勁，塗塗露晚晞。」唐．杜甫．雕賦：「梢梢勁翮，肅肅逸響。」尾垂的樣子。唐．李賀．唐兒歌：「竹馬梢梢搖綠尾，銀鸞睒光踏青臂。」,NA,Kroll,BB,梢,梢,NA,NA,"5,0864","5,0864",NA,NA,6,6,NA,NA,木,"23327,0765",210,肖,"786,0395",16,木,"23327,0765",210,肖,"786,0395",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cheng2~cheng2,chéng~chéng,cheng~cheng,棖棖,枨枨,draeng~draeng,*m-tˤ<r>aŋ~*m-tˤ<r>aŋ,木,NA,onom. Of zither strings vibrating,SOUND,NA,棖 cheng2 = doorposts or doorjambs on either side of door or gate,Kroll,BB,枨,枨,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
se4~se4,sè~sè,se~se,槭槭,槭槭,sreak~sreak,NA~NA,木,NA,(med.) onom. of wind creaking the brnches of autumn trees,SOUND,NA,ideophone created from noun?,Kroll,BB,槭,槭,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tuo2~tuo2,tuó~tuó,tuo~tuo,橐橐,橐橐,thak~thak,*tʰˤak~*tʰˤak,木,NA,onom. of the pounding of rammed-earth construction: dahk-dahk,SOUND,狀聲詞：(1)​ 形容杵聲。詩經．小雅．斯干：「約之閣閣，椓之橐橐。」(2)​ 形容步履聲。如：「一陣橐橐的皮鞋聲在石板路上響起來。」,radical support?,Kroll,BB,橐,橐,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
qin1~qin1,qīn~qīn,qin~qin,欽欽,钦钦,khim~khim,NA~NA,金,NA,"onom. sound of a bell, ding-ding; troubled and disturbed",SOUND,NA,NA,Kroll,BB,钦,钦,NA,NA,"3,8074","3,8074",NA,NA,2,2,NA,NA,钅,"3731,8272",120,欠,"283,1852",5,钅,"3731,8272",120,欠,"283,1852",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
gu3~gu3,gǔ~gǔ,gu~gu,汩汩,汩汩,kwot~kwot,*[kʷ]ˤ[ə]t~*[kʷ]ˤ[ə]t,水,滑滑(gu3gu3),run rapidly (water); onom. Rushing water; turning and tumbling; jostled; grandly magnificient,SOUND,狀聲詞。形容波浪聲。漢．枚乘．七發：「怳兮忽兮，聊兮慄兮，混汩汩兮。」比喻文思勃發。唐．韓愈．答李翊書：「當其取於心，而注於手也，汩汩然來矣。」水急流的樣子。比喻事情演進不已。唐．韓愈．流水詩：「汩汩幾時休，從春復到秋。」,"汩 gu3 also yu4 (MC hit), hu2 (MC hwot)",Kroll,BB,汩,汩,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
yang2~yang2,yáng~yáng,yang~yang,洋洋,洋洋,yang~yang,*ɢ(r)aŋ~*ɢ(r)aŋ,水,NA,"stretching on and on, immense and unending; rippling and purling; endlessly adrift; completely self-content, in ease and enjoyment; onom. of bells, yong-yong",SOUND,水勢盛大的樣子。詩經．衛風．碩人：「河水洋洋，北流活活。」宋．陳亮．水調歌頭．不見南師久詞：「自笑堂堂漢使，得似洋洋河水，依舊祇流東？」廣闊無際的樣子。詩經．大雅．大明：「牧野洋洋，檀車煌煌。」眾多貌。詩經．魯頌．閟宮：「萬舞洋洋，孝孫有慶。」美善的樣子。書經．伊訓：「聖謨洋洋，嘉言孔彰。」彷彿、想像。禮記．中庸：「盛服以承祭祀，洋洋乎如在其上。」舒緩的樣子。孟子．萬章上：「始舍之，圉圉焉，少則洋洋焉，攸然而逝。」充滿貌。禮記．中庸：「聖人之道，洋洋乎發育萬物。」紅樓夢．第二十一回：「看至此段，意趣洋洋，逞著酒興，不禁提筆。」沒有歸宿、沒有依靠的樣子。楚辭．屈原．九章．哀郢：「順風波以從流兮，焉洋洋而為客。」得意的樣子。宋．范仲淹．岳陽樓記：「登斯樓也，則有心曠神怡，寵辱皆忘，把酒臨風，其喜洋洋者矣。」莊重敬慎的樣子。文選．傅毅．舞賦：「或有矜容愛儀，洋洋習習。」,NA,Kroll,BB,洋,洋,NA,NA,"102,4642","102,4642",NA,NA,52,52,NA,NA,氵,"19088,7556",238,羊,2463358,12,氵,"19088,7556",238,羊,2463358,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huo2~huo2,huó~huó,huo~huo,活活,活活,kwat~kwat,*[g]ʷˤat~*[g]ʷˤat,水,NA,running and rushing; onom. Walking in mud,SOUND,在活生生的狀態下。儒林外史．第三十九回：「我們到那裡出兵，只消幾天沒有水吃，就活活的要渴死了，那裡還能打什麼仗！」,活 guo1 also huo2 (MC hwat),Kroll,BB,活,活,NA,NA,"1309,6741","1309,6741",NA,NA,98,98,NA,NA,氵,"19088,7556",238,舌,"3187,3877",5,氵,"19088,7556",238,舌,"3187,3877",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ke4~ke4,kè~kè,ke~ke,溘溘,溘溘,khak~khak,NA~NA,水,NA,onom. Waves sloshing and slapping; shiveringly firgid; biting cold,SOUND,狀聲詞。水聲。唐．李賀．塘上行詩：「飛下雌鴛鴦，塘水聲溘溘。」寒冷的樣子。明．劉崧．江南美詩：「沙堤十里寒溘溘，湘娥踏槳搖春愁。」,NA,Kroll,BB,溘,溘,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cong2~cong2,cóng~cóng,cong~cong,潀潀,潀潀,dzowng~dzowng,NA~NA,水,淙淙、灇灇,"onom. Rushing water, steady stream",SOUND,NA,variant 灇 cong2 has MC dzuwng,Kroll,BB,潀,潀,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bo1~bo1,bō~bō,bo~bo,潑潑,泼泼,pat~pat,NA~NA,水,NA,"onom. of fish flapping their tails or leaping from water; flip-flap, spitter-spatter, splish-splash",SOUND,NA,NA,Kroll,BB,泼,泼,NA,NA,"16,9877","16,9877",NA,NA,8,8,NA,NA,氵,"19088,7556",238,发,100879,3,氵,"19088,7556",238,发,100879,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
huo4~huo4,huò~huò,huo~huo,濊濊,濊濊,xwat~xwat,*qʷʰˤat~*qʷʰˤat,水,NA,onom. Fish nets being dropping into the water (splat),SOUND,魚網投入水中的聲音。詩經．魏風．碩人：「施罛濊濊，鱣鮪發發。」宋．蘇軾．戲作放魚詩：「濊濊發發須臾間，圉圉洋洋尋丈外。」,濊 huo4 also hui4 (MC xwajH),Kroll,BB,濊,濊,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xiao1~xiao1,xiāo~xiāo,xiao~xiao,瀟瀟,潇潇,sew~sew,NA~NA,水,NA,"onom. of wind or light rain; clear and cool, trickle and un (of flowing rainwater)",SOUND,風狂雨驟的樣子。詩經．鄭風．風雨：「風雨瀟瀟，雞鳴膠膠。」明．無名氏．尋親記．第三齣：「雨瀟瀟似銀燭千條，瀉平地頓成滄海。」,NA,Kroll,BB,潇,潇,NA,NA,"16,4049","16,4049",NA,NA,1,1,NA,NA,氵,"19088,7556",238,萧,"16,4049",1,氵,"19088,7556",238,萧,"16,4049",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lie4~lie4,liè~liè,lie~lie,獵獵,猎猎,ljep~ljep,*r[a]p~*r[a]p,犬,NA,onom. Gusting of blustery wind,SOUND,狀聲詞：(1)​ 形容風的聲音。宋．歐陽修．漁家傲．十一月新陽排壽宴詞：「獵獵寒威雲不倦，風頭轉，時看雲霰吹人面。」(2)​ 形容旗幟在風中飄動時所發出的聲音。唐．李白．永王東巡歌十首之三:「雷鼓嘈嘈喧武昌，雲騎獵獵過尋陽。」,NA,Kroll,BB,猎,猎,NA,NA,"28,6272","28,6272",NA,NA,24,24,NA,NA,犭,"1997,2346",39,NA,NA,NA,犭,"1997,2346",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ling2~ling2,líng~líng,ling~ling,玲玲,玲玲,leng~leng,NA~NA,玉,NA,onom. Tinkling of gems,SOUND,狀聲詞。形容玉聲。南朝梁．劉勰．文心雕龍．聲律：「則轉聲於吻，玲玲如振玉。」,NA,Kroll,BB,玲,玲,NA,NA,"21,1605","21,1605",NA,NA,3,3,NA,NA,王,7173763,52,令,"1249,5654",16,王,7173763,52,令,"1249,5654",16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
shan1~shan1,shān~shān,shan~shan,珊珊,珊珊,san~san,NA~NA,玉,NA,"onom. of wind or rain, sa-sa, hish-hish; of tinkling jade, tam-tam",SOUND,佩玉相擊聲。文選．宋玉．神女賦：「動霧穀以徐步兮，拂墀聲之珊珊。」唐．杜甫．鄭駙馬宅宴洞中詩：「自是秦樓壓鄭谷，時聞雜佩聲珊珊。」晶瑩明潔的樣子。唐．韋莊．白櫻桃詩：「只應漢武金盤上，瀉得珊珊百露珠。」宋．張孝祥．鷓鴣天．月地雲堦歡意闌詞：「情脈脈，淚珊珊。梅花音信隔關山。」形容女子緩步慢移的姿態。宋．無名氏．李師師外傳：「又良久，見姥擁一姬珊珊而來。淡妝不施脂粉，衣絹素，無豔服。」聊齋志異．卷三．連瑣：「一更向盡，有女子珊珊自草中出，手扶小樹，低首哀吟。」形容高雅飄逸的樣子。清．袁枚．隨園詩話．卷一：「珊珊仙骨誰能近，字與林家恐未真。」,NA,Kroll,BB,珊,珊,NA,NA,"13,9654","13,9654",NA,NA,4,4,NA,NA,王,7173763,52,册,19037,3,王,7173763,52,册,19037,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
luo4~luo4,luò~luò,luo~luo,珞珞,珞珞,lak~lak,NA~NA,玉,NA,hard as a rock; onom. Stone chimes,SOUND,石頭堅硬的樣子。老子．第三十九章:「故致數輿無輿，不欲琭琭如玉，珞珞如石。」,NA,Kroll,BB,珞,珞,NA,NA,"4,5333","4,5333",NA,NA,0,0,NA,NA,王,7173763,52,各,"2410,8593",18,王,7173763,52,各,"2410,8593",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lang2~lang2,láng~láng,lang~lang,琅琅,琅琅,lang~lang,*[r]ˤaŋ~*[r]ˤaŋ,玉,NA,"onom. Tinkling of pendants, bells, other metallic objects; also outstanding person",SOUND,狀聲詞：(1)​ 形容金石相擊的聲音。晉書．卷九十二．庾闡傳：「質清浮磬，聲若孤桐，琅琅其璞，巖巖其峰。」(2)​ 形容清朗的讀書聲。清．蔣士銓．鳴機夜課圖記：「銓誦聲琅琅然，與藥鼎沸聲相亂。」清．嚴復．甲辰出都呈同里諸公詩：「孤山處士音琅琅，皂袍演說常登堂。」(3)​ 形容蛇皮鼓的聲音。元．湯式．風入松．題貨郎擔兒曲：「數聲何處蛇皮鼓，琅琅過金水橋東。」亦作「不琅琅」、「不朗朗」。,NA,Kroll,BB,琅,琅,NA,NA,"4,4099","4,4099",NA,NA,3,3,NA,NA,王,7173763,52,良,"1050,8198",11,王,7173763,52,良,"1050,8198",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cheng1~cheng1,chēng~chēng,cheng~cheng,琤琤,琤琤,tsrheang~tsrheang,NA~NA,玉,NA,onom. Clinking or tinkling jade and gems; lapping of water; plucked or vibrating zither strings,SOUND,狀聲詞：(1)​ 形容彈撥弦樂所發的聲音。唐．孟郊．聽琴詩：「前溪忽調琴，隔林寒琤琤。」(2)​ 形容流水聲。梁書．卷三十四．張緬傳：「風瑟瑟以鳴松，水琤琤而響谷。」(3)​ 形容玉器相碰撞的聲音。唐．白居易．和令狐僕射小飲聽阮咸詩：「落盤珠歷歷，搖佩玉琤琤。」,NA,Kroll,BB,琤,琤,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
se4~se4,sè~sè,se~se,瑟瑟,瑟瑟,srit~srit,*[s.m]ri[t]~*[s.m]ri[t],NA,NA,"onom. soughing and sighing of wind, esp. in autumn; (med.) a blue-gem, mostly lapis lazuli with some sodalite and possibly sapphire > deep-blue color, deep azure, lapis-blue",SOUND,碧綠的寶石。新唐書．卷一三五．高仙芝傳：「仙芝為人貪，破石，獲瑟瑟十餘斛。」元史．卷二十四．仁宗本紀一：「帝曰：『所寶惟賢，瑟瑟何用焉？』」形容風聲。三國．魏．劉楨．贈從弟詩：「亭亭山上松，瑟瑟谷中風。」唐．白居易．琵琶行：「潯陽江頭夜送客，楓葉荻花秋瑟瑟。」形容寒冷瑟縮的樣子。官場現形記．第十四回：「只剩得一件布衫，跪在地下，瑟瑟抖個不了。」,NA,Kroll,BB,瑟,瑟,NA,NA,"39,8025","39,8025",NA,NA,2,2,NA,NA,王,7173763,52,NA,NA,NA,王,7173763,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
tian2~tian2,tián~tián,tian~tian,甸甸,甸甸,den~den,*lˤiŋ-s~*lˤiŋ-s,田,NA,onom. Rumbling of carts and chariots,SOUND,狀聲詞。車行聲。樂府詩集．卷七十三．雜曲歌辭十三．古辭．焦仲卿妻：「府吏馬在前，新婦車在後，隱隱何甸甸，俱會大道口。」,甸 tian2 also dian4 (MC denH),Kroll,BB,甸,甸,NA,NA,"4,8099","4,8099",NA,NA,3,3,NA,NA,田,"4157,0321",22,NA,NA,NA,田,"4157,0321",22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ping1~ping1,pīng~pīng,ping~ping,砯砯,砯砯,phing~phing,NA~NA,石,NA,onom. of bang and clatter of carts or carriages,SOUND,NA,NA,Kroll,BB,砯,砯,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
peng1~peng1,pēng~pēng,peng~peng,砰砰,砰砰,pheang~pheang,NA~NA,石,NA,"onom. of booming, rumbling, thudnering, reverberating sounds",SOUND,狀聲詞。形容敲門、槍炮、擊鼓等聲音。晉．陸機．鼓吹賦：「鼓砰砰以輕投，簫嘈嘈而微吟。」,NA,Kroll,BB,砰,砰,NA,NA,"3,3877","3,3877",NA,NA,1,1,NA,NA,石,"1850,5235",61,平,"348,3951",7,石,"1850,5235",61,平,"348,3951",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
keng1~keng1,kēng~kēng,keng~keng,硜硜,硜硜,kheang~kheang,NA~NA,石,(onom.)脛脛,"rigid and obstinate; stupidly stubborn, set in one's ways; also onom. Stone being struck",SOUND,狀聲詞。形容石頭互相撞擊的聲音。史記．卷二十四．樂書：「石聲硜硜以立別，別以致死。」鄙陋而頑固的樣子。論語．憲問：「鄙哉硜硜乎！莫己知也，斯已而已矣。」,NA,Kroll,BB,硜,硜,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lang2~lang2,láng~láng,lang~lang,硠硠,硠硠,lang~lang,NA~NA,石,NA,onom. Rocks grinding and grating together; also staunch and strong,SOUND,NA,NA,Kroll,BB,硠,硠,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
lu4~lu4,lù~lù,lu~lu,碌碌,碌碌,luwk~luwk,NA~NA,石,祿祿、錄錄,"rough and unworked (stones, gems); crude and common, banal and ordinary; onom. Groan of cart wheels and carriages",SOUND,平庸的樣子。後漢書．卷八十．文苑傳下．禰衡傳：「餘子碌碌，莫足數也。」三國演義．第二十一回：「此等碌碌小人，何足挂齒。」或作「逯逯」、「錄錄」、「陸陸」。忙碌、奔波。紅樓夢．第二十二回：「從前碌碌卻因何？到如今，回頭試想真無趣。」狀聲詞。形容車行的聲音。唐．賈島．古意詩：「碌碌復碌碌，百年雙轉轂。」亦作「轆轆」。形容玉石的色彩美麗。南朝梁．劉勰．文心雕龍．總術：「落落之玉，或亂乎石；碌碌之石，時似乎玉。」才氣洋溢。南朝宋．劉義慶．世說新語．識鑒：「唯阿奴碌碌，當在阿母目下耳。」,NA,Kroll,BB,碌,碌,NA,NA,43837,43837,NA,NA,7,7,NA,NA,石,"1850,5235",61,录,"546,4494",5,石,"1850,5235",61,录,"546,4494",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
su4~su4,sù~sù,su~su,簌簌,簌簌,suwk~suwk,NA~NA,竹,NA,"(med.) weeping copious tears, ceaseless weeping; onom. of the scribble-scrabble of mice, the suss-sissing of snakes",SOUND,紛紛墜下的樣子。紅樓夢．第八十七回：「看了一回，不覺得簌簌淚下。」老殘遊記．第八回：「樹上殘葉簌蔌落地，人面上冷氣稜稜地割。」亦作「簌地」。狀聲詞。形容細碎不斷的聲音。水滸傳．第一回：「山邊竹籐裡，簌簌地響，搶出一條吊桶大小雪花也似蛇來。」,NA,Kroll,BB,簌,簌,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
xi2~xi2,xí~xí,xi~xi,習習,习习,zip~zip,*s-ɢʷəp (with root *ɢʷəp ‘wing’?)~*s-ɢʷəp (with root *ɢʷəp ‘wing’?),NA,NA,"onom. of light breeze, softly wafting; of the flutter or flapping of a bird's wings",SOUND,舒和的樣子。詩經．邶風．谷風：「習習谷風，以陰以雨。」儒林外史．第三十三回：「趁著這春光融融，和氣習習，憑在欄杆上，留連痛飲。」飛動的樣子。文選．左思．詠史詩八首之八：「習習籠中鳥，舉翮觸四隅。」盛多的樣子。文選．左思．魏都賦：「習習冠蓋，莘莘蒸徒。」行走的樣子。文選．張衡．東京賦：「肅肅習習，隱隱轔轔。」,radical support?,Kroll,BB,习,习,NA,NA,"288,8148","288,8148",NA,NA,42,42,NA,NA,乙,5340721,10,NA,NA,NA,乙,5340721,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
