pinyinnum,traditional,simplified,morph,morphnew,pinyinnum_1,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq,morphnew
ai1~ai1,唉唉,唉唉,,BB,ai1~ai1,唉,唉,,,"109,2691","109,2691",,,1,1,,,BB
xi1~xi1,唏唏,唏唏,,BB,xi1~xi1,唏,唏,,,2558,2558,,,1,1,,,BB
wu2~wu2,唔唔,唔唔,,BB,wu2~wu2,唔,唔,,,"239,4519","239,4519",,,0,0,,,BB
lao2~lao2,嘮嘮,唠唠,,BB,lao2~lao2,唠,唠,,,"12,7852","12,7852",,,2,2,,,BB
sha1~sha1,唦唦,唦唦,,BB,sha1~sha1,唦,唦,,,,,,,,,,,BB
ji1~ji1,唧唧,唧唧,,BB,ji1~ji1,唧,唧,,,"6,7901","6,7901",,,5,5,,,BB
bang1~bang1,𠳐𠳐,𠳐𠳐,,BB,bang1~bang1,𠳐,𠳐,,,,,,,,,,,BB
feng3~feng3,唪唪,唪唪,,BB,feng3~feng3,唪,唪,,,,,,,,,,,BB
wei2~wei2,唯唯,唯唯,,BB,wei2~wei2,唯,唯,,,"136,0593","136,0593",,,11,11,,,BB
shua1~shua1,唰唰,唰唰,,BB,shua1~shua1,唰,唰,,,"0,7951","0,7951",,,0,0,,,BB
sha4~sha4,唼唼,唼唼,,BB,sha4~sha4,唼,唼,,,,,,,,,,,BB
hu1~hu1,唿唿,唿唿,,BB,hu1~hu1,唿,唿,,,,,,,,,,,BB
a5~a5,啊啊,啊啊,,BB,a5~a5,啊,啊,,,"3242,1679","3242,1679",,,3,3,,,BB
tun1~tun1,啍啍,啍啍,,BB,tun1~tun1,啍,啍,,,,,,,,,,,BB
la1~la1,啦啦,啦啦,,BB,la1~la1,啦,啦,,,"1029,3136","1029,3136",,,8,8,,,BB
ze2~ze2,嘖嘖,啧啧,,BB,ze2~ze2,啧,啧,,,"6,6617","6,6617",,,2,2,,,BB
pa1~pa1,啪啪,啪啪,,BB,pa1~pa1,啪,啪,,,"9,7235","9,7235",,,4,4,,,BB
zhuan4~zhuan4,囀囀,啭啭,,BB,zhuan4~zhuan4,啭,啭,,,"0,0642","0,0642",,,1,1,,,BB
chan3~chan3,嘽嘽,啴啴,,BB,chan3~chan3,啴,啴,,,,,,,,,,,BB
bo1~bo1,啵啵,啵啵,,BB,bo1~bo1,啵,啵,,,"5,7432","5,7432",,,0,0,,,BB
lang1~lang1,啷啷,啷啷,,BB,lang1~lang1,啷,啷,,,"1,2642","1,2642",,,1,1,,,BB
xiao4~xiao4,嘯嘯,啸啸,,BB,xiao4~xiao4,啸,啸,,,"19,2889","19,2889",,,4,4,,,BB
jiu1~jiu1,啾啾,啾啾,,BB,jiu1~jiu1,啾,啾,,,,,,,,,,,BB
ka1~ka1,喀喀,喀喀,,BB,ka1~ka1,喀,喀,,,"3,4025","3,4025",,,2,2,,,BB
yong2~yong2,喁喁,喁喁,,BB,yong2~yong2,喁,喁,,,,,,,,,,,BB
yu1~yu1,喁喁,喁喁,,BB,yu1~yu1,喁,喁,,,,,,,,,,,BB
nan2~nan2,喃喃,喃喃,,BB,nan2~nan2,喃,喃,,,"5,1111","5,1111",,,2,2,,,BB
la3~la3,喇喇,喇喇,,BB,la3~la3,喇,喇,,,"34,0198","34,0198",,,7,7,,,BB
jie1~jie1,喈喈,喈喈,,BB,jie1~jie1,喈,喈,,,,,,,,,,,BB
die2~die2,喋喋,喋喋,,BB,die2~die2,喋,喋,,,10884,10884,,,1,1,,,BB
zhou1~zhou1,喌喌,喌喌,,BB,zhou1~zhou1,喌,喌,,,,,,,,,,,BB
yao1~yao1,喓喓,喓喓,,BB,yao1~yao1,喓,喓,,,,,,,,,,,BB
o1~o1,喔喔,喔喔,,BB,o1~o1,喔,喔,,,"101,0765","101,0765",,,0,0,,,BB
wo1~wo1,喔喔,喔喔,,BB,wo1~wo1,喔,喔,,,"101,0765","101,0765",,,0,0,,,BB
huang2~huang2,喤喤,喤喤,,BB,huang2~huang2,喤,喤,,,,,,,,,,,BB
xuan1~xuan1,喧喧,喧喧,,BB,xuan1~xuan1,喧,喧,,,"18,8148","18,8148",,,6,6,,,BB
zha1~zha1,喳喳,喳喳,,BB,zha1~zha1,喳,喳,,,"2,5037","2,5037",,,3,3,,,BB
cha1~cha1,喳喳,喳喳,,BB,cha1~cha1,喳,喳,,,"2,5037","2,5037",,,3,3,,,BB
miao1~miao1,喵喵,喵喵,,BB,miao1~miao1,喵,喵,,,"21,7284","21,7284",,,0,0,,,BB
da1~da1,嗒嗒,嗒嗒,,BB,da1~da1,嗒,嗒,,,10079,10079,,,3,3,,,BB
ta4~ta4,嗒嗒,嗒嗒,,BB,ta4~ta4,嗒,嗒,,,10079,10079,,,3,3,,,BB
sou1~sou1,嗖嗖,嗖嗖,,BB,sou1~sou1,嗖,嗖,,,"2,2667","2,2667",,,1,1,,,BB
ge2~ge2,嗝嗝,嗝嗝,,BB,ge2~ge2,嗝,嗝,,,"4,8741","4,8741",,,3,3,,,BB
zi1~zi1,嗞嗞,嗞嗞,,BB,zi1~zi1,嗞,嗞,,,,,,,,,,,BB
jie1~jie1,嗟嗟,嗟嗟,,BB,jie1~jie1,嗟,嗟,,,"0,9679","0,9679",,,2,2,,,BB
weng1~weng1,嗡嗡,嗡嗡,,BB,weng1~weng1,嗡,嗡,,,"4,9877","4,9877",,,1,1,,,BB
chi1~chi1,嗤嗤,嗤嗤,,BB,chi1~chi1,嗤,嗤,,,"1,0321","1,0321",,,2,2,,,BB
suo1~suo1,嗦嗦,嗦嗦,,BB,suo1~suo1,嗦,嗦,,,"7,5506","7,5506",,,4,4,,,BB
hai1~hai1,嗨嗨,嗨嗨,,BB,hai1~hai1,嗨,嗨,,,"174,9778","174,9778",,,1,1,,,BB
he1~he1,嗬嗬,嗬嗬,,BB,he1~he1,嗬,嗬,,,"0,9086","0,9086",,,0,0,,,BB
en1~en1,嗯嗯,嗯嗯,,BB,en1~en1,嗯,嗯,,,"207,3926","207,3926",,,0,0,,,BB
tong1~tong1,嗵嗵,嗵嗵,,BB,tong1~tong1,嗵,嗵,,,,,,,,,,,BB
ao2~ao2,嗷嗷,嗷嗷,,BB,ao2~ao2,嗷,嗷,,,"12,8346","12,8346",,,1,1,,,BB
ao2~ao2,嗸嗸,嗸嗸,,BB,ao2~ao2,嗸,嗸,,,,,,,,,,,BB
cao2~cao2,嘈嘈,嘈嘈,,BB,cao2~cao2,嘈,嘈,,,"5,8765","5,8765",,,1,1,,,BB
ga1~ga1,嘎嘎,嘎嘎,,BB,ga1~ga1,嘎,嘎,,,"41,6346","41,6346",,,2,2,,,BB
hui4~hui4,嘒嘒,嘒嘒,,BB,hui4~hui4,嘒,嘒,,,,,,,,,,,BB
guo1~guo1,嘓嘓,嘓嘓,,BB,guo1~guo1,嘓,嘓,,,,,,,,,,,BB
xu1~xu1,噓噓,嘘嘘,,BB,xu1~xu1,嘘,嘘,,,"19,2938","19,2938",,,3,3,,,BB
de2~de2,嘚嘚,嘚嘚,,BB,de2~de2,嘚,嘚,,,"2,4148","2,4148",,,0,0,,,BB
tang1~tang1,嘡嘡,嘡嘡,,BB,tang1~tang1,嘡,嘡,,,,,,,,,,,BB
beng1~beng1,嘣嘣,嘣嘣,,BB,beng1~beng1,嘣,嘣,,,"1,7827","1,7827",,,0,0,,,BB
ying1~ying1,嚶嚶,嘤嘤,,BB,ying1~ying1,嘤,嘤,,,"5,2494","5,2494",,,1,1,,,BB
ca1~ca1,㗫㗫,㗫㗫,,BB,ca1~ca1,㗫,㗫,,,,,,,,,,,BB
xi1~xi1,㗭㗭,㗭㗭,,BB,xi1~xi1,㗭,㗭,,,,,,,,,,,BB
du1~du1,嘟嘟,嘟嘟,,BB,du1~du1,嘟,嘟,,,"11,0222","11,0222",,,5,5,,,BB
peng1~peng1,嘭嘭,嘭嘭,,BB,peng1~peng1,嘭,嘭,,,"1,0765","1,0765",,,0,0,,,BB
si1~si1,嘶嘶,嘶嘶,,BB,si1~si1,嘶,嘶,,,"3,5556","3,5556",,,5,5,,,BB
xi1~xi1,嘻嘻,嘻嘻,,BB,xi1~xi1,嘻,嘻,,,"65,7778","65,7778",,,3,3,,,BB
hei1~hei1,嘿嘿,嘿嘿,,BB,hei1~hei1,嘿,嘿,,,"289,5852","289,5852",,,1,1,,,BB
ceng1~ceng1,噌噌,噌噌,,BB,ceng1~ceng1,噌,噌,,,"0,6568","0,6568",,,0,0,,,BB
deng1~deng1,噔噔,噔噔,,BB,deng1~deng1,噔,噔,,,"1,2494","1,2494",,,0,0,,,BB
pu1~pu1,噗噗,噗噗,,BB,pu1~pu1,噗,噗,,,9521,9521,,,0,0,,,BB
si1~si1,噝噝,噝噝,,BB,si1~si1,噝,噝,,,,,,,,,,,BB
long2~long2,𠾐𠾐,𠾐𠾐,,BB,long2~long2,𠾐,𠾐,,,,,,,,,,,BB
o1~o1,噢噢,噢噢,,BB,o1~o1,噢,噢,,,"226,5827","226,5827",,,0,0,,,BB
yi1~yi1,噫噫,噫噫,,BB,yi1~yi1,噫,噫,,,"0,2222","0,2222",,,0,0,,,BB
jue2~jue2,噱噱,噱噱,,BB,jue2~jue2,噱,噱,,,"1,1407","1,1407",,,1,1,,,BB
yu3~yu3,噳噳,噳噳,,BB,yu3~yu3,噳,噳,,,,,,,,,,,BB
pi1~pi1,噼噼,噼噼,,BB,pi1~pi1,噼,噼,,,"4,2074","4,2074",,,2,2,,,BB
leng1~leng1,㘄㘄,㘄㘄,,BB,leng1~leng1,㘄,㘄,,,,,,,,,,,BB
huo4~huo4,嚄嚄,嚄嚄,,BB,huo4~huo4,嚄,嚄,,,"0,1827","0,1827",,,0,0,,,BB
hao2~hao2,嚎嚎,嚎嚎,,BB,hao2~hao2,嚎,嚎,,,"4,4741","4,4741",,,4,4,,,BB
ca1~ca1,嚓嚓,嚓嚓,,BB,ca1~ca1,嚓,嚓,,,"3,5407","3,5407",,,2,2,,,BB
xiao1~xiao1,囂囂,嚣嚣,,BB,xiao1~xiao1,嚣,嚣,,,"24,5284","24,5284",,,5,5,,,BB
ou1~ou1,𡂿𡂿,𡂿𡂿,,BB,ou1~ou1,𡂿,𡂿,,,,,,,,,,,BB
qu2~qu2,㘗㘗,㘗㘗,,BB,qu2~qu2,㘗,㘗,,,,,,,,,,,BB
nang1~nang1,囔囔,囔囔,,BB,nang1~nang1,囔,囔,,,"1,2099","1,2099",,,2,2,,,BB
kan3~kan3,坎坎,坎坎,,BB,kan3~kan3,坎,坎,,,"17,7284","17,7284",,,7,7,,,BB
zeng1~zeng1,增增,增增,,BB,zeng1~zeng1,增,增,,,"379,0716","379,0716",,,46,46,,,BB
yao1~yao1,夭夭,夭夭,,BB,yao1~yao1,夭,夭,,,2242,2242,,,2,2,,,BB
yang1~yang1,央央,央央,,BB,yang1~yang1,央,央,,,"91,9556","91,9556",,,4,4,,,BB
kua1~kua1,夸夸,夸夸,,BB,kua1~kua1,夸,夸,,,34242,34242,,,12,12,,,BB
qi4~qi4,契契,契契,,BB,qi4~qi4,契,契,,,"23,9259","23,9259",,,7,7,,,BB
ben1~ben1,奔奔,奔奔,,BB,ben1~ben1,奔,奔,,,"132,8296","132,8296",,,26,26,,,BB
yi4~yi4,奕奕,奕奕,,BB,yi4~yi4,奕,奕,,,"19,5012","19,5012",,,1,1,,,BB
hao3~hao3,好好,好好,,BB,hao3~hao3,好,好,,,"7331,8765","7331,8765",,,137,137,,,BB
wei3~wei3,委委,委委,,BB,wei3~wei3,委,委,,,"86,3111","86,3111",,,29,29,,,BB
ping1~ping1,娉娉,娉娉,,BB,ping1~ping1,娉,娉,,,,,,,,,,,BB
juan1~juan1,娟娟,娟娟,,BB,juan1~juan1,娟,娟,,,4884,4884,,,1,1,,,BB
xi1~xi1,嬉嬉,嬉嬉,,BB,xi1~xi1,嬉,嬉,,,"4,6815","4,6815",,,6,6,,,BB
huan2~huan2,嬛嬛,嬛嬛,,BB,huan2~huan2,嬛,嬛,,,,,,,,,,,BB
jie2~jie2,孑孑,孑孑,,BB,jie2~jie2,孑,孑,,,"1,0074","1,0074",,,1,1,,,BB
nie4~nie4,孽孽,孽孽,,BB,nie4~nie4,孽,孽,,,"22,7802","22,7802",,,8,8,,,BB
ta1~ta1,它它,它它,,BB,ta1~ta1,它,它,,,"613,2938","613,2938",,,2,2,,,BB
an1~an1,安安,安安,,BB,an1~an1,安,安,,,"1186,3111","1186,3111",,,159,159,,,BB
shi2~shi2,實實,实实,,BB,shi2~shi2,实,实,,,"1113,1802","1113,1802",,,141,141,,,BB
xian4~xian4,憲憲,宪宪,,BB,xian4~xian4,宪,宪,,,"5,1506","5,1506",,,7,7,,,BB
ji4~ji4,寂寂,寂寂,,BB,ji4~ji4,寂,寂,,,"95,3037","95,3037",,,9,9,,,BB
mi4~mi4,密密,密密,,BB,mi4~mi4,密,密,,,"244,2469","244,2469",,,57,57,,,BB
jiang1~jiang1,將將,将将,,BB,jiang1~jiang1,将,将,,,"930,0741","930,0741",,,40,40,,,BB
qiang1~qiang1,將將,将将,,BB,qiang1~qiang1,将,将,,,"930,0741","930,0741",,,40,40,,,BB
ju1~ju1,居居,居居,,BB,ju1~ju1,居,居,,,"349,4914","349,4914",,,73,73,,,BB
yan2~yan2,巖巖,岩岩,,BB,yan2~yan2,岩,岩,,,"31,1753","31,1753",,,23,23,,,BB
e2~e2,峨峨,峨峨,,BB,e2~e2,峨,峨,,,"2,5136","2,5136",,,2,2,,,BB
e2~e2,峩峩,峩峩,,BB,e2~e2,峩,峩,,,,,,,,,,,BB
cui1~cui1,崔崔,崔崔,,BB,cui1~cui1,崔,崔,,,"10,9086","10,9086",,,0,0,,,BB
chan3~chan3,幝幝,幝幝,,BB,chan3~chan3,幝,幝,,,,,,,,,,,BB
fan1~fan1,幡幡,幡幡,,BB,fan1~fan1,幡,幡,,,"0,6123","0,6123",,,1,1,,,BB
meng2~meng2,幪幪,幪幪,,BB,meng2~meng2,幪,幪,,,,,,,,,,,BB
ping2~ping2,平平,平平,,BB,ping2~ping2,平,平,,,"585,0321","585,0321",,,159,159,,,BB
you1~you1,幽幽,幽幽,,BB,you1~you1,幽,幽,,,"67,3679","67,3679",,,17,17,,,BB
pang2~pang2,龐龐,庞庞,,BB,pang2~pang2,庞,庞,,,"13,2494","13,2494",,,5,5,,,BB
yi4~yi4,弈弈,弈弈,,BB,yi4~yi4,弈,弈,,,"1,6346","1,6346",,,3,3,,,BB
fu2~fu2,弗弗,弗弗,,BB,fu2~fu2,弗,弗,,,"38,9877","38,9877",,,3,3,,,BB
mi2~mi2,瀰瀰,弥弥,,BB,mi2~mi2,弥,弥,,,"30,5975","30,5975",,,13,13,,,BB
qiang2~qiang2,彊彊,强强,,BB,qiang2~qiang2,强,强,,,"480,9877","480,9877",,,85,85,,,BB
dang1~dang1,當當,当当,,BB,dang1~dang1,当,当,,,"1142,9679","1142,9679",,,108,108,,,BB
yu4~yu4,彧彧,彧彧,,BB,yu4~yu4,彧,彧,,,,,,,,,,,BB
peng2~peng2,彭彭,彭彭,,BB,peng2~peng2,彭,彭,,,"14,8198","14,8198",,,0,0,,,BB
lü4~lü4,律律,律律,,BB,lü4~lü4,律,律,,,"126,7654","126,7654",,,26,26,,,BB
de2~de2,得得,得得,,BB,de2~de2,得,得,,,4328884,4328884,,,141,141,,,BB
dao1~dao1,忉忉,忉忉,,BB,dao1~dao1,忉,忉,,,,,,,,,,,BB
te4~te4,忒忒,忒忒,,BB,te4~te4,忒,忒,,,"9,0519","9,0519",,,0,0,,,BB
chong1~chong1,忡忡,忡忡,,BB,chong1~chong1,忡,忡,,,"0,6765","0,6765",,,1,1,,,BB
hu1~hu1,忽忽,忽忽,,BB,hu1~hu1,忽,忽,,,"77,0321","77,0321",,,14,14,,,BB
da2~da2,怛怛,怛怛,,BB,da2~da2,怛,怛,,,,,,,,,,,BB
peng1~peng1,怦怦,怦怦,,BB,peng1~peng1,怦,怦,,,"1,5654","1,5654",,,2,2,,,BB
bi4~bi4,怭怭,怭怭,,BB,bi4~bi4,怭,怭,,,,,,,,,,,BB
bing3~bing3,怲怲,怲怲,,BB,bing3~bing3,怲,怲,,,,,,,,,,,BB
hui1~hui1,恢恢,恢恢,,BB,hui1~hui1,恢,恢,,,"34,6074","34,6074",,,5,5,,,BB
ce4~ce4,惻惻,恻恻,,BB,ce4~ce4,恻,恻,,,"0,9975","0,9975",,,1,1,,,BB
yuan1~yuan1,悁悁,悁悁,,BB,yuan1~yuan1,悁,悁,,,,,,,,,,,BB
qiao3~qiao3,悄悄,悄悄,,BB,qiao3~qiao3,悄,悄,,,"31,3383","31,3383",,,7,7,,,BB
you1~you1,悠悠,悠悠,,BB,you1~you1,悠,悠,,,"37,1556","37,1556",,,13,13,,,BB
ti4~ti4,惕惕,惕惕,,BB,ti4~ti4,惕,惕,,,"5,2346","5,2346",,,2,2,,,BB
chuo4~chuo4,惙惙,惙惙,,BB,chuo4~chuo4,惙,惙,,,,,,,,,,,BB
can3~can3,慘慘,惨惨,,BB,can3~can3,惨,惨,,,"113,8716","113,8716",,,22,22,,,BB
zhui4~zhui4,惴惴,惴惴,,BB,zhui4~zhui4,惴,惴,,,"0,3802","0,3802",,,1,1,,,BB
yu4~yu4,愈愈,愈愈,,BB,yu4~yu4,愈,愈,,,"30,9531","30,9531",,,11,11,,,BB
tao1~tao1,慆慆,慆慆,,BB,tao1~tao1,慆,慆,,,,,,,,,,,BB
tuan2~tuan2,慱慱,慱慱,,BB,tuan2~tuan2,慱,慱,,,,,,,,,,,BB
can3~can3,憯憯,憯憯,,BB,can3~can3,憯,憯,,,,,,,,,,,BB
cao3~cao3,懆懆,懆懆,,BB,cao3~cao3,懆,懆,,,,,,,,,,,BB
zhan4~zhan4,戰戰,战战,,BB,zhan4~zhan4,战,战,,,"721,5358","721,5358",,,145,145,,,BB
qi1~qi1,戚戚,戚戚,,BB,qi1~qi1,戚,戚,,,"41,6247","41,6247",,,3,3,,,BB
qi1~qi1,慼慼,戚戚,,BB,qi1~qi1,戚,戚,,,"41,6247","41,6247",,,3,3,,,BB
jia2~jia2,戛戛,戛戛,,BB,jia2~jia2,戛,戛,,,"0,9333","0,9333",,,2,2,,,BB
zha1~zha1,扎扎,扎扎,,BB,zha1~zha1,扎,扎,,,"58,6519","58,6519",,,18,18,,,BB
pu1~pu1,扑扑,扑扑,,BB,pu1~pu1,扑,扑,,,"126,7753","126,7753",,,21,21,,,BB
yang2~yang2,揚揚,扬扬,,BB,yang2~yang2,扬,扬,,,"50,8444","50,8444",,,40,40,,,BB
yi4~yi4,抑抑,抑抑,,BB,yi4~yi4,抑,抑,,,"33,1309","33,1309",,,8,8,,,BB
fu2~fu2,拂拂,拂拂,,BB,fu2~fu2,拂,拂,,,"3,5062","3,5062",,,4,4,,,BB
pai1~pai1,拍拍,拍拍,,BB,pai1~pai1,拍,拍,,,"286,2963","286,2963",,,40,40,,,BB
ba2~ba2,拔拔,拔拔,,BB,ba2~ba2,拔,拔,,,"43,5111","43,5111",,,23,23,,,BB
zhao1~zhao1,招招,招招,,BB,zhao1~zhao1,招,招,,,"127,6889","127,6889",,,51,51,,,BB
zhi4~zhi4,挃挃,挃挃,,BB,zhi4~zhi4,挃,挃,,,,,,,,,,,BB
zhen4~zhen4,振振,振振,,BB,zhen4~zhen4,振,振,,,"23,5259","23,5259",,,18,18,,,BB
jie2~jie2,捷捷,捷捷,,BB,jie2~jie2,捷,捷,,,"99,1062","99,1062",,,19,19,,,BB
shan3~shan3,摻摻,掺掺,,BB,shan3~shan3,掺,掺,,,"4,5432","4,5432",,,3,3,,,BB
ti2~ti2,提提,提提,,BB,ti2~ti2,提,提,,,"425,4074","425,4074",,,66,66,,,BB
yi1~yi1,揖揖,揖揖,,BB,yi1~yi1,揖,揖,,,,,,,,,,,BB
jie1~jie1,揭揭,揭揭,,BB,jie1~jie1,揭,揭,,,"31,7679","31,7679",,,14,14,,,BB
yao2~yao2,搖搖,摇摇,,BB,yao2~yao2,摇,摇,,,"68,9531","68,9531",,,32,32,,,BB
sao1~sao1,𢱟𢱟,𢱟𢱟,,BB,sao1~sao1,𢱟,𢱟,,,,,,,,,,,BB
ca1~ca1,擦擦,擦擦,,BB,ca1~ca1,擦,擦,,,"121,3926","121,3926",,,17,17,,,BB
zhi1~zhi1,支支,支支,,BB,zhi1~zhi1,支,支,,,"393,4667","393,4667",,,46,46,,,BB
ao2~ao2,敖敖,敖敖,,BB,ao2~ao2,敖,敖,,,"1,7383","1,7383",,,1,1,,,BB
jin1~jin1,斤斤,斤斤,,BB,jin1~jin1,斤,斤,,,"42,0988","42,0988",,,6,6,,,BB
shi1~shi1,施施,施施,,BB,shi1~shi1,施,施,,,"60,4938","60,4938",,,32,32,,,BB
pei4~pei4,斾斾,斾斾,,BB,pei4~pei4,斾,斾,,,,,,,,,,,BB
pang2~pang2,旁旁,旁旁,,BB,pang2~pang2,旁,旁,,,"102,7852","102,7852",,,24,24,,,BB
pei4~pei4,旆旆,旆旆,,BB,pei4~pei4,旆,旆,,,,,,,,,,,BB
dan4~dan4,旦旦,旦旦,,BB,dan4~dan4,旦,旦,,,"58,1827","58,1827",,,8,8,,,BB
ming2~ming2,明明,明明,,BB,ming2~ming2,明,明,,,"1497,1012","1497,1012",,,157,157,,,BB
zhao1~zhao1,昭昭,昭昭,,BB,zhao1~zhao1,昭,昭,,,"4,8049","4,8049",,,7,7,,,BB
xian3~xian3,顯顯,显显,,BB,xian3~xian3,显,显,,,"172,1481","172,1481",,,32,32,,,BB
yan4~yan4,晏晏,晏晏,,BB,yan4~yan4,晏,晏,,,"1,5506","1,5506",,,0,0,,,BB
zhe2~zhe2,晢晢,晢晢,,BB,zhe2~zhe2,晢,晢,,,,,,,,,,,BB
zhe2~zhe2,晣晣,晣晣,,BB,zhe2~zhe2,晣,晣,,,,,,,,,,,BB
yi4~yi4,曀曀,曀曀,,BB,yi4~yi4,曀,曀,,,,,,,,,,,BB
peng2~peng2,朋朋,朋朋,,BB,peng2~peng2,朋,朋,,,"870,4198","870,4198",,,11,11,,,BB
lang3~lang3,朗朗,朗朗,,BB,lang3~lang3,朗,朗,,,"59,2988","59,2988",,,16,16,,,BB
zhou1~zhou1,朱朱,朱朱,,BB,zhou1~zhou1,朱,朱,,,"35,1605","35,1605",,,4,4,,,BB
duo3~duo3,朵朵,朵朵,,BB,duo3~duo3,朵,朵,,,66484,66484,,,8,8,,,BB
gao3~gao3,杲杲,杲杲,,BB,gao3~gao3,杲,杲,,,,,,,,,,,BB
yao3~yao3,杳杳,杳杳,,BB,yao3~yao3,杳,杳,,,"0,6667","0,6667",,,2,2,,,BB
ban3~ban3,板板,板板,,BB,ban3~ban3,板,板,,,"194,2815","194,2815",,,102,102,,,BB
mei2~mei2,枚枚,枚枚,,BB,mei2~mei2,枚,枚,,,"42,0691","42,0691",,,1,1,,,BB
zha1~zha1,查查,查查,,BB,zha1~zha1,查,查,,,"397,3531","397,3531",,,68,68,,,BB
qi1~qi1,棲棲,栖栖,,BB,qi1~qi1,栖,栖,,,"4,5877","4,5877",,,4,4,,,BB
li4~li4,栗栗,栗栗,,BB,li4~li4,栗,栗,,,"8,6963","8,6963",,,7,7,,,BB
ge1~ge1,格格,格格,,BB,ge1~ge1,格,格,,,"346,7704","346,7704",,,46,46,,,BB
ge2~ge2,格格,格格,,BB,ge2~ge2,格,格,,,"346,7704","346,7704",,,46,46,,,BB
luan2~luan2,欒欒,栾栾,,BB,luan2~luan2,栾,栾,,,,,,,,,,,BB
jie2~jie2,桀桀,桀桀,,BB,jie2~jie2,桀,桀,,,"0,6025","0,6025",,,1,1,,,BB
huan2~huan2,桓桓,桓桓,,BB,huan2~huan2,桓,桓,,,"1,0716","1,0716",,,1,1,,,BB
bang1~bang1,梆梆,梆梆,,BB,bang1~bang1,梆,梆,,,"0,5235","0,5235",,,1,1,,,BB
meng4~meng4,夢夢,梦梦,,BB,meng4~meng4,梦,梦,,,"507,4716","507,4716",,,40,40,,,BB
di4~di4,棣棣,棣棣,,BB,di4~di4,棣,棣,,,,,,,,,,,BB
sen1~sen1,森森,森森,,BB,sen1~sen1,森,森,,,"87,1802","87,1802",,,5,5,,,BB
chu3~chu3,楚楚,楚楚,,BB,chu3~chu3,楚,楚,,,"115,9901","115,9901",,,13,13,,,BB
lang2~lang2,榔榔,榔榔,,BB,lang2~lang2,榔,榔,,,"1,3136","1,3136",,,2,2,,,BB
kan3~kan3,檻檻,槛槛,,BB,kan3~kan3,槛,槛,,,"1,9605","1,9605",,,1,1,,,BB
se4~se4,槭槭,槭槭,,BB,se4~se4,槭,槭,,,,,,,,,,,BB
di1~di1,樀樀,樀樀,,BB,di1~di1,樀,樀,,,,,,,,,,,BB
tuo2~tuo2,橐橐,橐橐,,BB,tuo2~tuo2,橐,橐,,,,,,,,,,,BB
xin1~xin1,欣欣,欣欣,,BB,xin1~xin1,欣,欣,,,"71,4025","71,4025",,,13,13,,,BB
chua1~chua1,欻欻,欻欻,,BB,chua1~chua1,欻,欻,,,,,,,,,,,BB
zhi2~zhi2,殖殖,殖殖,,BB,zhi2~zhi2,殖,殖,,,6479,6479,,,12,12,,,BB
yin1~yin1,慇慇,殷殷,,BB,yin1~yin1,殷,殷,,,"4,4593","4,4593",,,5,5,,,BB
yin1~yin1,殷殷,殷殷,,BB,yin1~yin1,殷,殷,,,"4,4593","4,4593",,,5,5,,,BB
fen1~fen1,雰雰,氛氛,,BB,fen1~fen1,氛,氛,,,"43,6494","43,6494",,,2,2,,,BB
shan4~shan4,汕汕,汕汕,,BB,shan4~shan4,汕,汕,,,"13,6247","13,6247",,,0,0,,,BB
tang1~tang1,湯湯,汤汤,,BB,tang1~tang1,汤,汤,,,"115,1753","115,1753",,,36,36,,,BB
gu3~gu3,汩汩,汩汩,,BB,gu3~gu3,汩,汩,,,,,,,,,,,BB
wang1~wang1,汪汪,汪汪,,BB,wang1~wang1,汪,汪,,,"11,0864","11,0864",,,6,6,,,BB
xiong1~xiong1,汹汹,汹汹,,BB,xiong1~xiong1,汹,汹,,,"3,7679","3,7679",,,4,4,,,BB
wo4~wo4,沃沃,沃沃,,BB,wo4~wo4,沃,沃,,,"40,0395","40,0395",,,5,5,,,BB
chen2~chen2,沈沈,沉沉,,BB,chen2~chen2,沉,沉,,,"135,6049","135,6049",,,52,52,,,BB
ta4~ta4,沓沓,沓沓,,BB,ta4~ta4,沓,沓,,,"1,4568","1,4568",,,2,2,,,BB
sha1~sha1,沙沙,沙沙,,BB,sha1~sha1,沙,沙,,,134,134,,,72,72,,,BB
li4~li4,瀝瀝,沥沥,,BB,li4~li4,沥,沥,,,"7,6642","7,6642",,,3,3,,,BB
mi3~mi3,濔濔,沵沵,,BB,mi3~mi3,沵,沵,,,,,,,,,,,BB
fei4~fei4,沸沸,沸沸,,BB,fei4~fei4,沸,沸,,,"17,6988","17,6988",,,6,6,,,BB
yi4~yi4,泄泄,泄泄,,BB,yi4~yi4,泄,泄,,,"29,4519","29,4519",,,17,17,,,BB
fan4~fan4,汎汎,泛泛,,BB,fan4~fan4,泛,泛,,,"17,0864","17,0864",,,10,10,,,BB
ling2~ling2,泠泠,泠泠,,BB,ling2~ling2,泠,泠,,,"0,3704","0,3704",,,0,0,,,BB
ni2~ni2,泥泥,泥泥,,BB,ni2~ni2,泥,泥,,,"44,9679","44,9679",,,40,40,,,BB
yang1~yang1,泱泱,泱泱,,BB,yang1~yang1,泱,泱,,,"0,5778","0,5778",,,0,0,,,BB
ze2~ze2,澤澤,泽泽,,BB,ze2~ze2,泽,泽,,,"34,1333","34,1333",,,17,17,,,BB
