traditional,simplified,pinyinnum,morph,morphnew,morphnewer,H1,H2,H3,H4,H1.freq,H2.freq,H3.freq,H4.freq,H1.comb.freq,H2.comb.freq,H3.comb.freq,H4.comb.freq
演漾,演漾,yan3~yang4,,,RR,演,漾,,,"345,8963","5,1852",,,69,2,,
澹然,澹然,dan4~ran2,,,RR,澹,然,,,,"1939,9062",,,,139,,
濡染,濡染,ru2~ran3,,,RR,濡,染,,,"2,9679","64,8099",,,2,36,,
灂瀺,灂瀺,chan2~chan2,,,RR,灂,瀺,,,,,,,,,,
猗與,猗与,yi1~yu3,,,RR,猗,与,,,,"962,0346",,,,18,,
猗嗟,猗嗟,yi1~jie1,,,RR,猗,嗟,,,,"0,9679",,,,2,,
玎玲,玎玲,ding1~ling2,,,RR,玎,玲,,,,"21,1605",,,,3,,
玎璫,玎璫,ding1~dang1,,,RR,玎,璫,,,,,,,,,,
琤瑽,琤瑽,cheng1~cong1,,,RR,琤,瑽,,,,,,,,,,
琮琤,琮琤,cong2~cheng1,,,RR,琮,琤,,,,,,,,,,
琳琅,琳琅,lin2~lang2,,,RR,琳,琅,,,"29,0074","4,4099",,,1,3,,
瑯璫,瑯璫,lang2~dang1,,,RR,瑯,璫,,,,,,,,,,
瑽瑢,瑽瑢,cong1~rong2,,,RR,瑽,瑢,,,,,,,,,,
疙瘩,疙瘩,ge1~da5,,,RR,疙,瘩,,,"4,4691","4,4889",,,2,2,,
的嗒,的嗒,di2~da1,,,RR,的,嗒,,,32392158,10079,,,30,3,,
知了,知了,zhi1~liao3,,,RR,知,了,,,"2128,1432","18808,9136",,,87,34,,
砰磅,砰磅,peng1~pang4,,,RR,砰,磅,,,"3,3877","11,7778",,,1,3,,
硌噔,硌噔,ge4~deng1,,,RR,硌,噔,,,"0,2469","1,2494",,,0,0,,
磅硠,磅硠,pang2~lang2,,,RR,磅,硠,,,"11,7778",,,,3,,,
磕仆,磕仆,ke1~pu1,,,RR,磕,仆,,,"8,0741","11,0765",,,4,9,,
磕叉,磕叉,ke1~ca1,,,RR,磕,叉,,,"8,0741","19,1901",,,4,15,,
磕喳,磕喳,ke1~cha1,,,RR,磕,喳,,,"8,0741","2,5037",,,4,3,,
磕擦,磕擦,ke1~ca1,,,RR,磕,擦,,,"8,0741","121,3926",,,4,17,,
䃔䃧,䃔䃧,hong2~long2,,,RR,䃔,䃧,,,,,,,,,,
磬控,磬控,qing4~kong4,,,RR,磬,控,,,,"176,9037",,,,28,,
離亂,离乱,li2~luan4,,,RR,离,乱,,,"498,3852","283,5556",,,73,60,,
窸窣,窸窣,xi1~su4,,,RR,窸,窣,,,,,,,,,,
篤速,笃速,du3~su4,,,RR,笃,速,,,"1,8469","818,8049",,,2,60,,
笛答,笛答,di2~da2,,,RR,笛,答,,,"7,6395","197,2049",,,11,25,,
綷瀺,綷瀺,cui4~cai4,,,RR,綷,瀺,,,,,,,,,,
綷䌨,綷䌨,cui4~cai4,,,RR,綷,䌨,,,,,,,,,,
紇地,纥地,chi1~di4,,,RR,纥,地,,,,"2165,5259",,,,295,,
胳察,胳察,ga1~cha2,,,RR,胳,察,,,"10,1975","137,3235",,,5,37,,
胳查,胳查,ga1~cha2,,,RR,胳,查,,,"10,1975","397,3531",,,5,68,,
芬芳,芬芳,fen1~fang1,,,RR,芬,芳,,,"26,9728","36,5037",,,2,14,,
蕩漾,荡漾,dang4~yang4,,,RR,荡,漾,,,"44,4938","5,1852",,,35,2,,
萃蔡,萃蔡,cui4~cai4,,,RR,萃,蔡,,,"2,6914","22,1284",,,3,0,,
訇磕,訇磕,hong1~ke1,,,RR,訇,磕,,,"0,1975","8,0741",,,1,4,,
訇磤,訇磤,hong1~yin3,,,RR,訇,磤,,,"0,1975",,,,1,,,
訇稜,訇稜,hong1~leng2,,,RR,訇,稜,,,"0,1975",,,,1,,,
訇隠,訇隠,hong1~ying3,,,RR,訇,隠,,,"0,1975",,,,1,,,
豁啷,豁啷,huo1~lang1,,,RR,豁,啷,,,"19,9654","1,2642",,,8,1,,
豁郎,豁郎,huo1~lang2,,,RR,豁,郎,,,"19,9654","78,1284",,,8,18,,
趿拉,趿拉,tà~lā,,,RR,趿,拉,,,,"451,9951",,,,78,,
踢騰,踢腾,ti1~teng2,,,RR,踢,腾,,,"34,4889","120,0049",,,5,23,,
踢蹬,踢蹬,ti1~deng4,,,RR,踢,蹬,,,"34,4889","2,9185",,,5,2,,
踢達,踢达,ti1~da2,,,RR,踢,达,,,"34,4889","526,2173",,,5,47,,
輷稜,輷稜,hong1~leng2,,,RR,輷,稜,,,,,,,,,,
轣轆,轣辘,li4~lu4,,,RR,轣,辘,,,,"1,0321",,,,5,,
軋伊,轧伊,ya4~yi1,,,RR,轧,伊,,,"1,3383","101,7926",,,1,6,,
轟嗚,轰呜,hong1~wu1,,,RR,轰,呜,,,"22,1531","51,2543",,,14,3,,
轟豗,轰豗,hong1~hui1,,,RR,轰,豗,,,"22,1531",,,,14,,,
轟隆,轰隆,hong1~long2,,,RR,轰,隆,,,"22,1531","42,0395",,,14,18,,
轟隠,轰隠,hong1~ying3,,,RR,轰,隠,,,"22,1531",,,,14,,,
遊敖,遊敖,you2~ao2,,,RR,遊,敖,,,,"1,7383",,,,1,,
遊遨,遊遨,you2~ao2,,,RR,遊,遨,,,,"0,8296",,,,1,,
邦啷,邦啷,bang1~lang1,,,RR,邦,啷,,,"34,5432","1,2642",,,10,1,,
鈎胶,鈎胶,gou1~jiao1,,,RR,鈎,胶,,,,"34,4395",,,,31,,
鎯鐺,鎯铛,lang1~dang1,,,RR,鎯,铛,,,,"2,8395",,,,2,,
鑦然,鑦然,keng1~ran2,,,RR,鑦,然,,,,"1939,9062",,,,139,,
鑦肱,鑦肱,keng1~keng1,,,RR,鑦,肱,,,,"0,2025",,,,1,,
鑦銁,鑦銁,keng1~keng1,,,RR,鑦,銁,,,,,,,,,,
鑦鎗,鑦鎗,keng1~qiang1,,,RR,鑦,鎗,,,,,,,,,,
鑦鏘,鑦锵,keng1~qiang1,,,RR,鑦,锵,,,,"1,6444",,,,2,,
錚琮,铮琮,zheng1~cong2,,,RR,铮,琮,,,"1,4074",,,,1,,,
錚鍠,铮鍠,zheng1~huang2,,,RR,铮,鍠,,,"1,4074",,,,1,,,
錚鏦,铮鏦,zheng1~cong1,,,RR,铮,鏦,,,"1,4074",,,,1,,,
闛閤,闛閤,tang2~ta4,,,RR,闛,閤,,,,,,,,,,
闛鞳,闛鞳,tang2~ta4,,,RR,闛,鞳,,,,,,,,,,
閒關,闲关,jian1~guan1,,,RR,闲,关,,,"93,5358",976716,,,43,90,,
閣閤,阁合,ge2~ge2,,,RR,阁,合,,,"16,2025","550,8",,,7,159,,
阿侑,阿侑,a1~you4,,,RR,阿,侑,,,"412,3012",,,,23,,,
阿叱,阿叱,a1~ti4,,,RR,阿,叱,,,"412,3012","0,8494",,,23,2,,
阿唷,阿唷,a1~yo1,,,RR,阿,唷,,,"412,3012",,,,23,,,
阿啛,阿啛,a1~ti4,,,RR,阿,啛,,,"412,3012",,,,23,,,
阿嚏,阿嚏,a1~ti4,,,RR,阿,嚏,,,"412,3012","6,8296",,,23,3,,
阿鵲,阿鹊,a1~ti4,,,RR,阿,鹊,,,"412,3012","2,1383",,,23,3,,
陶然,陶然,tao2~ran2,,,RR,陶,然,,,"17,0519","1939,9062",,,10,139,,
零亂,零乱,ling2~luan4,,,RR,零,乱,,,"96,6272","283,5556",,,39,60,,
霧露,雾露,wu4~lu4,,,RR,雾,露,,,49521,"115,2988",,,18,52,,
颯洒,飒洒,sa4~sa4,,,RR,飒,洒,,,"0,6963","33,6",,,2,12,,
颯索,飒索,sa4~suo3,,,RR,飒,索,,,"0,6963","114,5333",,,2,34,,
颼兒颼兒,飕儿飕儿,sour1~sour1,,,RR,飕,儿,飕,儿,"1,0074","1244,4889",,,2,187,,
飄颻,飘飖,piao1~yao2,,,RR,飘,飖,,,"63,8173",,,,26,,,
饜飫,餍饫,yan4~yu4,,,RR,餍,饫,,,,,,,,,,
騞砉,騞砉,huo4~huo4,,,RR,騞,砉,,,,,,,,,,
馳驅,驰驱,chi2~qu1,,,RR,驰,驱,,,"16,5432","18,1086",,,8,18,,
骨嘟,骨嘟,gu2~du1,,,RR,骨,嘟,,,"97,7185","11,0222",,,105,5,,
骨碌,骨碌,gu3~lu4,,,RR,骨,碌,,,"97,7185",43837,,,105,7,,
骨董,骨董,pu1~tong1,,,RR,骨,董,,,"97,7185","26,2617",,,105,6,,
高閣,高阁,gao1~ge2,,,RR,高,阁,,,"983,9704","16,2025",,,222,7,,
黯然,黯然,an4~ran2,,,RR,黯,然,,,"4,0346","1939,9062",,,3,139,,
一吱呀,一吱呀,yi1~zhi1~ya1,RRR,RRR,RRR,一,吱,呀,,"14863,7877","5,1951",,,432,5,,
一留兀淥,一留兀渌,yi1~li1~wu1~lu2,RRR,RRR,RRR,一,留,兀,渌,"14863,7877","331,5605",,,432,62,,
于嗟乎,于嗟乎,yu2~jie1~hu1,RRR,RRR,RRR,于,嗟,乎,,"1320,8988","0,9679",,,117,2,,
克丁當,克丁当,ke4~ding1~dang1,,,RRR,克,丁,当,,"612,6568","65,2543",,,37,34,,
冬冬鏘,冬冬锵,dong1~dong1~qiang1,,,RRR,冬,冬,锵,,"220,0049","220,0049",,,37,37,,
剔剔托,剔剔托,ti1~ti1~tuo1,,,RRR,剔,剔,托,,"8,7753","8,7753",,,4,4,,
勾勾嘍,勾勾喽,gou1~gou1~lou2,,,RRR,勾,勾,喽,,"27,7235","27,7235",,,12,12,TRUE,
叮叮咚,叮叮咚,ding1~ding1~dong1,,,RRR,叮,叮,咚,,"14,0988","14,0988",,,5,5,,
叮叮當,叮叮当,ding1~ding1~dang1,,,RRR,叮,叮,当,,"14,0988","14,0988",,,5,5,,
吉丁當,吉丁当,ji2~ding1~dang1,,,RRR,吉,丁,当,,"301,6543","65,2543",,,22,34,,
吉玎璫,吉玎璫,ji2~ding1~dang1,,,RRR,吉,玎,璫,,"301,6543",,,,22,,,
嗚嗚啦,呜呜啦,wu1~wu1~la5,,,RRR,呜,呜,啦,,"51,2543","51,2543",,,3,3,,
嗚哩哇,呜哩哇,wu1~li1~wa1,,,RRR,呜,哩,哇,,"51,2543","21,8074",,,3,0,,
咕咕咯,咕咕咯,gu1~gu1~ge1,,,RRR,咕,咕,咯,,"12,1284","12,1284",,,12,12,,
咚咚嗆,咚咚呛,dong1~dong1~qiang1,,,RRR,咚,咚,呛,,4963,4963,,,4,4,TRUE,
咚咚察,咚咚察,dong1~dong1~cha2,,,RRR,咚,咚,察,,4963,4963,,,4,4,,
咚咚鏘,咚咚锵,dong1~dong1~qiang1,,,RRR,咚,咚,锵,,4963,4963,,,4,4,,
咭叮璫,咭叮璫,ji2~ding1~dang1,,,RRR,咭,叮,璫,,,"14,0988",,,,5,,
咯咯嘎,咯咯嘎,ge1~ge1~ga1,,,RRR,咯,咯,嘎,,"234,3358","234,3358",,,2,2,,
咯嘟嚕,咯嘟噜,ge1~du1~lu1,,,RRR,咯,嘟,噜,,"234,3358","11,0222",,,2,5,,
咿咿呀,咿咿呀,yi1~yi1~ya1,,,RRR,咿,咿,呀,,"2,3852","2,3852",,,1,1,,
哏哏嘎,哏哏嘎,gen2~gen2~ga1,,,RRR,哏,哏,嘎,,"0,8741","0,8741",,,1,1,,
唧咕唧,唧咕唧,ji1~gu1~ji1,,,RRR,唧,咕,唧,,"6,7901","12,1284",,,5,12,,
啪啪啦,啪啪啦,pa1~pa1~la1,,,RRR,啪,啪,啦,,"9,7235","9,7235",,,4,4,,
喵喵嗚,喵喵呜,miao1~miao1~wu1,,,RRR,喵,喵,呜,,"21,7284","21,7284",,,0,0,,
噹噹哐,噹噹哐,dang1~dang1~kuang1,,,RRR,噹,噹,哐,,,,,,,,TRUE,
噼呀嘰,噼呀叽,pi1~ya1~ji1,,,RRR,噼,呀,叽,,"4,2074","403,9259",,,2,5,,
噼呀嗒,噼呀嗒,pi1~ya1~ta4,,,RRR,噼,呀,嗒,,"4,2074","403,9259",,,2,5,,
噼哩叭,噼哩叭,pi1~li1~ba1,,,RRR,噼,哩,叭,,"4,2074","21,8074",,,2,0,,
噼噼啪,噼噼啪,pi1~pi1~pa1,,,RRR,噼,噼,啪,,"4,2074","4,2074",,,2,2,,
崩登倉,崩登仓,beng1~deng1~cang1,,,RRR,崩,登,仓,,"40,4444","263,3926",,,7,44,,
布谷布,布谷布,bu4~gu3~bu4,,,RRR,布,谷,布,,"287,8025","52,5926",,,84,29,,
當當丁,当当丁,dang1~dang1~ding1,,,RRR,当,当,丁,,"1142,9679","1142,9679",,,108,108,,
忒兒嘍嘍,忒儿喽喽,teir1~lou5~lou5,,,RRR,忒,儿,喽,喽,"9,0519","1244,4889",,,0,187,TRUE,TRUE
提提嗒,提提嗒,ti2~ti2~da1,,,RRR,提,提,嗒,,"425,4074","425,4074",,,66,66,,
擦呀擦,擦呀擦,ca1~ya1~ca1,,,RRR,擦,呀,擦,,"121,3926","403,9259",,,17,5,,
砰啊磅,砰啊磅,peng1~a5~bang4,,,RRR,砰,啊,磅,,"3,3877","3242,1679",,,1,3,,
谷布谷,谷布谷,gu3~bu4~gu3,,,RRR,谷,布,谷,,"52,5926","287,8025",,,29,84,,
趿趿拉,趿趿拉,sa4~sa4~la1,,,RRR,趿,趿,拉,,,,,,,,,
踢踢嗒,踢踢嗒,ti1~ti1~ta4,,,RRR,踢,踢,嗒,,"34,4889","34,4889",,,5,5,,
鏜啷鏜,镗啷镗,tang1~lang1~tang1,,,RRR,镗,啷,镗,,"0,0444","1,2642",,,0,1,FALSE,
鼓隆冬,鼓隆冬,gu3~long2~dong1,,,RRR,鼓,隆,冬,,"91,8173","42,0395",,,44,18,,
丁丁當當,丁丁当当,ding1~ding1~dang1~dang1,RRRR,RRRR,RRRR,丁,丁,当,当,"65,2543","65,2543",,,34,34,,
丁丁董董,丁丁董董,ding1~ding1~dong3~dong3,RRRR,RRRR,RRRR,丁,丁,董,董,"65,2543","65,2543",,,34,34,,
丁冬丁冬,丁冬丁冬,ding1~dong1~ding1~dong1,RRRR,RRRR,RRRR,丁,冬,丁,冬,"65,2543","220,0049",,,34,37,,
丁當丁當,丁当丁当,ding1~dang1~ding1~dang1,RRRR,RRRR,RRRR,丁,当,丁,当,"65,2543","1142,9679",,,34,108,,
丁零丁零,丁零丁零,ding1~ling2~ding1~ling2,RRRR,RRRR,RRRR,丁,零,丁,零,"65,2543","96,6272",,,34,39,,
丁零當啷,丁零当啷,ding1~ling2~dang1~lang1,RRRR,RRRR,RRRR,丁,零,当,啷,"65,2543","96,6272",,,34,39,,TRUE
丁零當郎,丁零当郎,ding1~ling2~dang1~lang2,RRRR,RRRR,RRRR,丁,零,当,郎,"65,2543","96,6272",,,34,39,,
七嗵咕冬,七嗵咕冬,qi1~tong1~gu1~dong1,RRRR,RRRR,RRRR,七,嗵,咕,冬,274716,,,,21,,,
乒乒乓乓,乒乒乓乓,ping1~ping1~pang1~pang1,RRRR,RRRR,RRRR,乒,乒,乓,乓,"3,8272","3,8272",,,5,5,,
乒乓乒乓,乒乓乒乓,ping1~pang1~ping1~pang1,RRRR,RRRR,RRRR,乒,乓,乒,乓,"3,8272","3,9506",,,5,5,,
乒令乓瑯,乒令乓瑯,ping1~ling4~pang1~lang2,RRRR,RRRR,RRRR,乒,令,乓,瑯,"3,8272","154,9333",,,5,54,,
乒當乓當,乒当乓当,ping1~dang1~pang1~dang1,RRRR,RRRR,RRRR,乒,当,乓,当,"3,8272","1142,9679",,,5,108,,
乞抽扢叉,乞抽扢叉,qi3~chou1~gu3~cha1,RRRR,RRRR,RRRR,乞,抽,扢,叉,18642,"276,2716",,,6,29,,
倉倉慶倉,仓仓庆仓,cang1~cang1~qing4~cang1,RRRR,RRRR,RRRR,仓,仓,庆,仓,"30,6765","30,6765",,,17,17,,
令台令台,令台令台,ling4~tai2~ling4~tai2,,RRRR,RRRR,令,台,令,台,"154,9333",412316,,,54,107,,
伊哩烏蘆,伊哩乌芦,yi1~li1~wu1~lu2,,RRRR,RRRR,伊,哩,乌,芦,"101,7926","21,8074",,,6,0,,
伶伶朗朗,伶伶朗朗,ling2~ling2~lang3~lang3,,RRRR,RRRR,伶,伶,朗,朗,"3,7333","3,7333",,,5,5,,
作作索索,作作索索,zuo4~zuo4~suo3~suo3,,RRRR,RRRR,作,作,索,索,"1034,6519","1034,6519",,,163,163,,
冬冬當當,冬冬当当,dong1~dong1~dang1~dang1,,,RRRR,冬,冬,当,当,"220,0049","220,0049",,,37,37,,
幾里咕嚕,几里咕噜,ji3~li3~gu1~lu1,,,RRRR,几,里,咕,噜,"729,8469",2571442,,,24,135,,
幾里拉喳,几里拉喳,ji3~li3~la1~zha1,,,RRRR,几,里,拉,喳,"729,8469",2571442,,,24,135,,
刮刮匝匝,刮刮匝匝,gua1~gua1~za1~za1,,,RRRR,刮,刮,匝,匝,"33,5012","33,5012",,,9,9,FALSE,FALSE
刮刮咂咂,刮刮咂咂,gua1~gua1~za1~za1,,,RRRR,刮,刮,咂,咂,"33,5012","33,5012",,,9,9,TRUE,TRUE
刮刮雜雜,刮刮杂杂,gua1~gua1~za2~za2,,,RRRR,刮,刮,杂,杂,"33,5012","33,5012",,,9,9,,
刮刮桚桚,刮刮桚桚,gua1~gua1~za1~za1,,,RRRR,刮,刮,桚,桚,"33,5012","33,5012",,,9,9,,
刷拉刷拉,刷拉刷拉,shua1~la1~shua1~la1,,,RRRR,刷,拉,刷,拉,"149,0963","451,9951",,,20,78,,
刺溜刺溜,刺溜刺溜,ci4~liu1~ci4~liu1,,,RRRR,刺,溜,刺,溜,"148,0593",34558,,,28,22,,
剌登哩登,剌登哩登,la2~deng1~li3~deng1,,,RRRR,剌,登,哩,登,"0,7062","263,3926",,,0,44,FALSE,
剔流秃魯,剔流秃鲁,ti1~liu2~tu1~lu3,,,RRRR,剔,流,秃,鲁,"8,7753","454,5778",,,4,171,,
剝格剝格,剥格剥格,bo1~ge2~bo1~ge2,,,RRRR,剥,格,剥,格,"15,5111","346,7704",,,7,46,,
劈劈啪啪,劈劈啪啪,pi1~pi1~pa1~pa1,,,RRRR,劈,劈,啪,啪,"9,2642","9,2642",,,7,7,,
劈劈拍拍,劈劈拍拍,pi1~pi1~pai1~pai1,,,RRRR,劈,劈,拍,拍,"9,2642","9,2642",,,7,7,,
劈咧啪啦,劈咧啪啦,pi1~lie3~pa1~la1,,,RRRR,劈,咧,啪,啦,"9,2642","20,0938",,,7,4,,
劈哩叭啦,劈哩叭啦,pi1~li1~ba1~la1,,,RRRR,劈,哩,叭,啦,"9,2642","21,8074",,,7,0,,
劈哩啪啦,劈哩啪啦,pi1~li1~pa1~la5,,,RRRR,劈,哩,啪,啦,"9,2642","21,8074",,,7,0,,
劈哩扑嚕,劈哩扑噜,pi1~li1~pu1~lu1,,,RRRR,劈,哩,扑,噜,"9,2642","21,8074",,,7,0,,
劈啦劈啦,劈啦劈啦,pi1~la1~pi1~la1,,,RRRR,劈,啦,劈,啦,"9,2642","1029,3136",,,7,8,,
劈嗒拍嗒,劈嗒拍嗒,pi1~da1~pai1~da1,,,RRRR,劈,嗒,拍,嗒,"9,2642",10079,,,7,3,,
劈通扑通,劈通扑通,pi1~tong1~pu1~tong1,,,RRRR,劈,通,扑,通,"9,2642","590,5877",,,7,143,,
劈里啪啦,劈里啪啦,pi1~li3~pa1~la1,,,RRRR,劈,里,啪,啦,"9,2642",2571442,,,7,135,,
卜卜赤赤,卜卜赤赤,bu3~bu3~chi1~chi1,,,RRRR,卜,卜,赤,赤,53284,53284,,,9,9,,
卡嚓卡嚓,卡嚓卡嚓,ka1~ca1~ka1~ca1,,,RRRR,卡,嚓,卡,嚓,"331,8074","3,5407",,,50,2,,
卡拉卡拉,卡拉卡拉,ka1~la1~ka1~la1,,,RRRR,卡,拉,卡,拉,"331,8074","451,9951",,,50,78,,
卡搭卡搭,卡搭卡搭,ka1~da1~ka1~da1,,,RRRR,卡,搭,卡,搭,"331,8074",117921,,,50,22,,
叩叩篤篤,叩叩笃笃,kou4~kou4~du3~du3,,,RRRR,叩,叩,笃,笃,"1,7235","1,7235",,,4,4,,
叭吧叭吧,叭吧叭吧,ba1~ba1~ba1~ba1,,,RRRR,叭,吧,叭,吧,"7,4321","3244,4938",,,6,5,,
叭啦叭啦,叭啦叭啦,ba1~la1~ba1~la1,,,RRRR,叭,啦,叭,啦,"7,4321","1029,3136",,,6,8,,
叭啦叭啦,叭啦叭啦,ba1~la5~ba1~la5,,,RRRR,叭,啦,叭,啦,"7,4321","1029,3136",,,6,8,,
叮叮咚咚,叮叮咚咚,ding1~ding1~dong1~dong1,,,RRRR,叮,叮,咚,咚,"14,0988","14,0988",,,5,5,,
叮叮咣咣,叮叮咣咣,ding1~ding1~guang1~guang1,,,RRRR,叮,叮,咣,咣,"14,0988","14,0988",,,5,5,TRUE,TRUE
叮叮噹噹,叮叮噹噹,ding1~ding1~dang1~dang1,,,RRRR,叮,叮,噹,噹,"14,0988","14,0988",,,5,5,,
叮叮當當,叮叮当当,ding1~ding1~dang1~dang1,,,RRRR,叮,叮,当,当,"14,0988","14,0988",,,5,5,,
叮咚叮咚,叮咚叮咚,ding1~dong1~ding1~dong1,,,RRRR,叮,咚,叮,咚,"14,0988",4963,,,5,4,,
叮咚玲咚,叮咚玲咚,ding1~dong1~ling2~dong1,,,RRRR,叮,咚,玲,咚,"14,0988",4963,,,5,4,,
叮當叮當,叮当叮当,ding1~dang1~ding1~dang1,,,RRRR,叮,当,叮,当,"14,0988","1142,9679",,,5,108,,
叮硼叮硼,叮硼叮硼,ding1~peng2~ding1~peng2,,,RRRR,叮,硼,叮,硼,"14,0988","0,3309",,,5,2,,
叮鈴叮鈴,叮铃叮铃,ding1~ling2~ding1~ling2,,,RRRR,叮,铃,叮,铃,"14,0988","26,4198",,,5,16,,
叮鈴噹啷,叮铃噹啷,ding1~ling2~dang1~lang1,,,RRRR,叮,铃,噹,啷,"14,0988","26,4198",,,5,16,,TRUE
嘰嘰呱呱,叽叽呱呱,ji1~ji1~gu1~gu1,,,RRRR,叽,叽,呱,呱,5758,5758,,,5,5,,
嘰嘰咕咕,叽叽咕咕,ji1~ji1~gu1~gu1,,,RRRR,叽,叽,咕,咕,5758,5758,,,5,5,,
嘰嘰喳喳,叽叽喳喳,ji1~ji1~zha1~zha1,,,RRRR,叽,叽,喳,喳,5758,5758,,,5,5,,
嘰嘰嘎嘎,叽叽嘎嘎,ji1~ji1~ga1~ga1,,,RRRR,叽,叽,嘎,嘎,5758,5758,,,5,5,,
嘰咕嘰咕,叽咕叽咕,ji1~gu1~ji1~gu1,,,RRRR,叽,咕,叽,咕,5758,"12,1284",,,5,12,,
嘰哩呱啦,叽哩呱啦,ji1~li1~gu1~la1,,,RRRR,叽,哩,呱,啦,5758,"21,8074",,,5,0,,
嘰哩呱啦,叽哩呱啦,ji1~li1~gu1~la5,,,RRRR,叽,哩,呱,啦,5758,"21,8074",,,5,0,,
嘰哩呱嚕,叽哩呱噜,ji1~li1~gu1~lu1,,,RRRR,叽,哩,呱,噜,5758,"21,8074",,,5,0,,
嘰哩咕㖨,叽哩咕㖨,ji1~li1~gu1~lu4,,,RRRR,叽,哩,咕,㖨,5758,"21,8074",,,5,0,,
嘰哩咕嚕,叽哩咕噜,ji1~li1~gu1~lu1,,,RRRR,叽,哩,咕,噜,5758,"21,8074",,,5,0,,
嘰啾嘰啾,叽啾叽啾,ji1~jiu1~ji1~jiu1,,,RRRR,叽,啾,叽,啾,5758,,,,5,,,
嘰喳嘰喳,叽喳叽喳,ji1~zha1~ji1~zha1,,,RRRR,叽,喳,叽,喳,5758,"2,5037",,,5,3,,
嘰里呱啦,叽里呱啦,ji1~li3~gu1~la5,,,RRRR,叽,里,呱,啦,5758,2571442,,,5,135,,
嘰里咕㖨,叽里咕㖨,ji1~li3~gu1~lu4,,,RRRR,叽,里,咕,㖨,5758,2571442,,,5,135,,
嘰里咕嚕,叽里咕噜,ji1~li3~gu1~lu1,,,RRRR,叽,里,咕,噜,5758,2571442,,,5,135,,
吧咂吧咂,吧咂吧咂,ba1~za1~ba1~za1,,,RRRR,吧,咂,吧,咂,"3244,4938","0,9037",,,5,1,,TRUE
吧唧吧唧,吧唧吧唧,ba1~ji1~ba1~ji1,,,RRRR,吧,唧,吧,唧,"3244,4938","6,7901",,,5,5,,
吧唧吧唧,吧唧吧唧,ba1~ji1~ba5~ji1,,,RRRR,吧,唧,吧,唧,"3244,4938","6,7901",,,5,5,,
吧唧吧唧,吧唧吧唧,ba5~ji1~ba5~ji1,,,RRRR,吧,唧,吧,唧,"3244,4938","6,7901",,,5,5,,
吧喇吧喇,吧喇吧喇,ba5~la3~ba5~la3,,,RRRR,吧,喇,吧,喇,"3244,4938","34,0198",,,5,7,,
吧嗒吧嗒,吧嗒吧嗒,ba1~da1~ba1~da1,,,RRRR,吧,嗒,吧,嗒,"3244,4938",10079,,,5,3,,
吧嗒吧嗒,吧嗒吧嗒,ba5~ta4~ba5~ta4,,,RRRR,吧,嗒,吧,嗒,"3244,4938",10079,,,5,3,,
吭吃吭吃,吭吃吭吃,keng1~chi1~keng1~chi1,,,RRRR,吭,吃,吭,吃,3684,"1526,8444",,,5,43,,
吭吭哈哈,吭吭哈哈,keng1~keng1~ha1~ha1,,,RRRR,吭,吭,哈,哈,3684,3684,,,5,5,,
吭吭哧哧,吭吭哧哧,keng1~keng1~chi1~chi1,,,RRRR,吭,吭,哧,哧,3684,3684,,,5,5,,
吭吭嚓嚓,吭吭嚓嚓,hang2~hang2~ca1~ca1,,,RRRR,吭,吭,嚓,嚓,3684,3684,,,5,5,,
吭哧吭哧,吭哧吭哧,keng1~chi1~keng1~chi1,,,RRRR,吭,哧,吭,哧,3684,"1,7086",,,5,3,,
吭哧吭哧,吭哧吭哧,hang2~chi1~hang2~chi1,,,RRRR,吭,哧,吭,哧,3684,"1,7086",,,5,3,,
吱吱吜吜,吱吱吜吜,zi1~zi1~chou3~chou3,,,RRRR,吱,吱,吜,吜,"5,1951","5,1951",,,5,5,,
吱吱呀呀,吱吱呀呀,zi1~zi1~ya1~ya1,,,RRRR,吱,吱,呀,呀,"5,1951","5,1951",,,5,5,,
吱吱呀呀,吱吱呀呀,zhi1~zhi1~ya1~ya1,,,RRRR,吱,吱,呀,呀,"5,1951","5,1951",,,5,5,,
吱吱啾啾,吱吱啾啾,zi1~zi1~jiu1~jiu1,,,RRRR,吱,吱,啾,啾,"5,1951","5,1951",,,5,5,,
吱吱喳喳,吱吱喳喳,zi1~zi1~zha1~zha1,,,RRRR,吱,吱,喳,喳,"5,1951","5,1951",,,5,5,,
吱吱喳喳,吱吱喳喳,zhi1~zhi1~zha1~zha1,,,RRRR,吱,吱,喳,喳,"5,1951","5,1951",,,5,5,,
吱吱嘎嘎,吱吱嘎嘎,zi1~zi1~ga1~ga1,,,RRRR,吱,吱,嘎,嘎,"5,1951","5,1951",,,5,5,,
吱吱嘎嘎,吱吱嘎嘎,zhi1~zhi1~ga1~ga1,,,RRRR,吱,吱,嘎,嘎,"5,1951","5,1951",,,5,5,,
吱吱格格,吱吱格格,zi1~zi1~ge2~ge2,,,RRRR,吱,吱,格,格,"5,1951","5,1951",,,5,5,,
吱吱格格,吱吱格格,zhi1~zhi1~ge1~ge1,,,RRRR,吱,吱,格,格,"5,1951","5,1951",,,5,5,,
吱呀吱呀,吱呀吱呀,zi1~ya1~zi1~ya1,,,RRRR,吱,呀,吱,呀,"5,1951","403,9259",,,5,5,,
吱喲吱喲,吱哟吱哟,zhi1~yo5~zhi1~yo5,,,RRRR,吱,哟,吱,哟,"5,1951","92,0444",,,5,3,,
