arthur,thomas,traditional,simplified,MC,OC,morphology,radsup,variant,Kroll,zdic,note
can3~can3,cǎn~cǎn,慘慘,惨惨,NA,NA,NA,NA,NA,NA,憔悴的樣子。詩經．小雅．北山：「或不知叫號，或慘慘劬勞。」憂戚的樣子。詩經．小雅．正月：「憂心慘慘，念國之為虐。」宋．蘇軾．送李公擇詩：「欲別不忍言，慘慘集百憂。」昏暗的樣子。文選．王粲．登樓賦：「風蕭瑟而並興兮，天慘慘而無色。」唐．杜甫．發閬中詩：「江風蕭蕭雲拂地，山木慘慘天欲雨。」,NA
can3~can3,cǎn~cǎn,憯憯,憯憯,NA,NA,NA,NA,NA,NA,NA,NA
can3~cui4,cǎn~cuì,慘悴,惨悴,tshomX-tshwojH,NA,BR,忄,NA,"haggard and careworn, wan and waster",NA,NA
can4~can4,càn~càn,粲粲,粲粲,NA,NA,NA,NA,NA,NA,鮮明華美的樣子。詩經．小雅．大東：「西人之子，粲粲衣服。」,NA
can4~lan4,càn~làn,燦爛,灿烂,tshanH-lanH,NA,BR,火,NA,"aglitter, bedazzling (also of literary style)",形容光彩美麗。三國演義．第六十回：「果然盔甲鮮明，衣袍燦爛。」初刻拍案驚奇．卷三：「裹腹鬧裝燦爛，是個白面郎君。」近輝煌、光耀、鮮麗、絢爛、絢麗、粲煥、璀璨反慘澹、暗淡、黯淡、黯澹或作「粲爛」。形容極為卓越、顯著。後漢書．卷四十．班彪傳下：「宏亮洪業，表相祖宗，贊揚迪哲，備哉燦爛，真神明之式也。」,NA
cang1~cang1,cāng~cāng,鶬鶬,鶬鶬,tshang~tshang,NA,NA,NA,NA,"[sound of bird (gray crane, Grus lilfordi)]",形容聲音和諧。詩經．商頌．烈祖：「約軧錯衡，八鸞鶬鶬。」,NA
cang1~cu4,cāng~cù,倉猝,仓猝,tshang-tshwot,NA,RR,NA,倉卒,hustle and bustle,匆忙、急促。元．關漢卿．望江亭．第三折：「小詞倉猝對君書，付與你個知心人物。」文明小史．第四十八回：「如今要把失信於民的過失恢復回來，斷非倉猝所能辦到。」近倉皇、倉促反從容亦作「倉卒」。,NA
cang1~geng1,cāng~gēng,倉庚,仓庚,tshang-kaeng,NA,NOTIDEOPHONE,NA,鶬鶊,"oriole, esp. Oriolus chinensis",黃鶯的別名。見「黃鶯」條。,"bird, syn. 鶯、黃鳥、黃鸝"
cang1~huang2,cāng~huáng,倉皇,仓皇,tshang-hwang,NA,RR,NA,倉煌,hustle and bustle,恐懼忙亂的樣子。唐．陳鴻．長恨傳：「倉皇展轉，竟就死於尺組之下。」西遊記．第九回：「正在倉皇之際，忽見水面上一個死屍浮來，靠近江岸之旁。」近緊張、倉促、倉猝反鎮定、從容或作「倉黃」、「倉惶」、「蒼惶」。,NA
cang1~huang2,cāng~huáng,蒼黃,苍黄,tshang-hwang,NA,RR,NA,NA,"turn upside-down; shocked, fazed",NA,NA
cang1~lang2,cāng~láng,滄浪,沧浪,tshang-lang,NA,RR,氵,NA,blue-gray billows (waves),青色的水。晉．陸機．塘上行：「發藻玉臺下，垂影滄浪淵。」宋．張孝祥．念奴嬌．洞庭青草詞：「短髮蕭騷襟袖冷，穩泛滄浪空闊。」漢水。書經．禹貢：「嶓冢導漾，東流為漢，又東為滄浪之水。」,NA
cang1~mang2,cāng~máng,蒼茫,苍茫,tshang-mang,NA,BR,草,NA,shade-spreading greenery,曠遠迷茫的樣子。唐．王維．山居即事詩：「寂寞掩柴扉，蒼茫對落暉。」唐．高適．燕歌行：「邊庭飄颻那可度，絕域蒼茫更何有。」近迷茫、渺茫或作「滄茫」。,NA
cang1~mang3,cāng~mǎng,蒼莽,苍莽,tshangXmangX,NA,RR,草,NA,distantly indistinct; blurred; in a haze; dazed,郊野景色看不清的樣子。聊齋志異．卷三．夜叉國：「開眼至一處，深山蒼莽。」,"MC reading diff., also cang2 vs. cang3"
cang1~ning2,cāng~níng,傖獰,伧狞,dzreang-naeng,NA,RR,NA,NA,"oafish, coarse and uncouth",NA,the definiting of 傖 is 'insulting term used by Jiangnan-area people for Northerners in the Nanbeichao period' so the 獰 ning2 part here could be a transliteration of Wu word for 人 /nin/
cang2~cang2,cáng~cáng,蒼蒼,苍苍,tshang tshang,NA,RED,草,NA,"elegant variant of the sky's blue hues; bluish-green: elegant variation for the blue of the sky, cerulean;

silvery-grey: shadowy and faint, soft and silver, as of moonlight
",深青色。漢．馬第伯．封禪儀記：「仰視巖石松樹，鬱鬱蒼蒼，若在雲中。」唐．李朝威．柳毅傳：「大天蒼蒼兮，大地茫茫。」茂盛的樣子。詩經．秦風．蒹葭：「蒹葭蒼蒼，白露為霜。」斑白的樣子。唐．韓愈．祭十二郎文：「吾年未四十，而視茫茫，而髮蒼蒼。」唐．白居易．新樂府．賣炭翁：「滿面塵灰煙火色，兩鬢蒼蒼十指黑。」,NA
cang2~cui1,cáng~cuī,藏催,藏催,dzang-dzwoj,NA,RR,NA,摧藏,sad sounds; sad animal cries/calls,NA,NA
cao2~cao2,cáo~cáo,嘈嘈,嘈嘈,dzaw dzaw,NA,RED,口,NA,dinned and deafened,聲音雜亂。唐．白居易．琵琶行：「大弦嘈嘈如急雨，小弦切切如私語。」喧鬧、吵鬧。兒女英雄傳．第十五回：「我今日遇見這等一個知己愚兄，就喝口酒，……竟跟著嘈嘈，又說這東西，怎麼犯脾溼。」,NA
cao2~cui4,cáo~cuì,嘈啐,嘈啐,dzaw-tshwojH,NA,BR,口,NA,"clamorous, loud racket",NA,NA
cao2~za2,cáo~zá,嘈囋,嘈囋,dzaw-dzat,NA,BR,口,NA,"clamorous, loud racket",NA,NA
cao2~za2,cáo~zá,嘈雜,嘈杂,dzaw-dzop,NA,BR,NA,NA,"clamorous, loud racket",形容聲音喧鬧、雜亂。紅樓夢．第五十三回：「一夜人聲嘈雜，語笑喧闐，爆竹起火絡繹不絕。」文明小史．第三回：「聽了聽二門外頭那人聲越發嘈雜，甚至拿磚頭撞的二門鼕鼕的響，其勢岌岌可危。」,NA
cao3~cao3,cǎo~cǎo,懆懆,懆懆,tshawX tshawX,NA,RED,忄,NA,"sorry, disheartened",憂愁不安的樣子。詩經．小雅．白華：「念子懆懆，視我邁邁。」明．張以寧．題韓氏十景卷詩：「白霽趙子詩句好，三年不見心懆懆。」,NA
cao3~cao4,cǎo~cào,草草,草草,tshawX tshawX,NA,RED,草,NA,"struggling and disordered; slapdash, sloppy; urgent and disordered",憂勞的樣子。詩經．小雅．巷伯：「驕人好好，勞人草草。」毛亨．傳：「草草，勞心也。」唐．李商隱．贈送前劉五經映三十四韻：「草草臨盟誓，區區務富強。」粗率、不認真、不細膩。初刻拍案驚奇．卷十一：「明知這事有些尷尬，也將來草草問成，竟不想殺人可恕，情理難容。」儒林外史．第四十二回：「功名事大，不可草草。」草木茂盛的樣子。宋．蘇軾．和子由記園中草木詩十一首之三：「君看藜與藿，生意常草草。」嘈雜吵嚷，騷動不安的樣子。北齊書．卷三十．高德政傳：「世宗暴崩，事出倉卒，群情草草。」唐．孟雲卿．古挽歌：「草草閭巷喧，塗車儼成位。」書信末尾所附客套語，表簡陋欠恭敬之意。,NA
cao3~ci4,cǎo~cì,草次,草次,tshawX-tshijH,NA,BR,NA,NA,"struggling and disordered; slapdash, sloppy; urgent and disordered",急遽、倉卒。左傳．隱公四年．孔穎達．正義：「草次，猶造次。造次、倉卒，皆迫促不暇之意。」草間、草叢。唐．張說．諫避暑三陽宮疏：「排斥居人，蓬宿草次，風雨暴至，不知庇託。」,NA
ce4~ce4,cè~cè,畟畟,畟畟,tsrhik tsrhik,NA,RED,田,NA,"keen and sharp, esp. for a plowshare (i.e. part of plow that cuts the furrow)",鋒利的樣子。詩經．周頌．良耜：「畟畟良耜，俶載南畝。」,NA
ce4~ce4,cè~cè,惻惻,恻恻,tsrik tsrik,NA,RED,忄,NA,ferverntly earnest; sincere,悲傷。唐．杜甫．夢李白詩二首之一：「死別已吞聲，生別常惻惻。」清．吳翌鳳．玉樓春．空園數日無芳信詞：「空園數日無芳信，惻惻殘寒猶未定。」懇切。後漢書．卷四十五．張酺傳：「張酺前入侍講，屢有諫正，誾誾惻惻，出於誠心。」,NA
ce4~chuang4,cè~chuàng,惻愴,恻怆,tsrik-tsrjangH,NA,RR,忄,NA,anguished and aggrieved,悲憂、哀傷。晉．陸機．門有車馬客行：「借問邦族間，惻愴論存亡。」南朝梁．劉勰．文心雕龍．哀弔：「及相如之弔二世，全為賦體，桓譚以為其言惻愴，讀者嘆息。」亦作「惻怛」。,NA
cen1~ci1,cēn~cī,參差,参差,tshrim-tsrje,NA,RR,NA,NA,uneven and unequal (appearance); erratically arrayed; zig-zag; one way or another;,雜亂不齊的樣子。詩經．周南．關雎：「參差荇菜，左右流之。」北魏．酈道元．水經注．江水注：「其間遠望，勢交嶺表，有五六峰，參差互出。」反整齊不一致、有問題。初刻拍案驚奇．卷二十九：「有甚麼說話參差了？不然或是女孩兒家貪睡，忘記了。」儒林外史．第八回：「為這交盤的事，彼此參差著，王太守不肯就接。」大約、幾乎。唐．白居易．長恨歌：「中有一人字太真，雪膚花貌參差是。」宋．辛棄疾．水龍吟．老來曾識淵明詞：「老來曾識淵明，夢中一見參差是。」,synonymous with 差池、柴池
cen2~cen2,cén~cén,涔涔,涔涔,dzrim dzrim,NA,RED,氵,NA,ceaseless downpour; streams of tears or sweat; intensifying affliction; chronic complain,雨多的樣子。唐．杜甫．秦州雜詩二十首之九：「雲氣接崑崙，涔涔塞雨繁。」流汗、流淚的樣子。唐．李商隱．自桂林奉使江陵途中感懷寄獻尚書詩：「江生魂黯黯，泉客淚涔涔。」煩悶困頓的樣子。唐．杜甫．風疾舟中伏枕書懷三十六韻奉呈湖南親友詩：「轉蓬憂悄悄，行藥病涔涔。」天光陰晦的樣子。宋．黃庭堅．送杜子卿歸西淮詩：「雪意涔涔滿面風，杜郎馬上若征鴻。」,NA
cen2~yin2,cén~yín,岑崟,岑崟,dzrim-ngim,NA,RR,山,NA,peak and pointed; sharp and steep,高峻的樣子。文選．司馬相如．子虛賦：「岑崟參差，日月蔽虧。」文選．潘尼．迎大駕詩：「南山鬱岑崟，浴川迅且急。」,NA
ceng2~rong2,céng~róng,嶒峵,嶒峵,dzing-hjwaeng,NA,BR,山,NA,soaring steeply upward,NA,NA
ceng4~deng4,cèng~dèng,蹭蹬,蹭蹬,tshongH-dongH,NA,RR,足,NA,flounce and flounder; beyond hope,倒楣、失勢、不得意。唐．李白．贈張相鎬詩二首之二：「晚途未云已，蹭蹬遭讒毀。」儒林外史．第八回：「因科名蹭蹬，不得早年中鼎甲，入翰林。」,NA
cha1~ya2,chā~yá,杈枒,杈枒,tsrhae-ngae,NA,RR,木,"枒杈, 杈枒","bifurcating branches, split and spread apart",樹枝分岔的樣子。唐．杜甫．鵰賦：「擊叢薄之不開，突杈枒而皆折。」或作「杈椏」。,is this an ideophone?
cha1~ya2,chā~yá,杈枒,杈枒,tsrhae-ngae,NA,RR,木,NA,split and spread apart,樹枝分岔的樣子。唐．杜甫．鵰賦：「擊叢薄之不開，突杈枒而皆折。」或作「杈椏」。,NA
cha2~cha2,chá~chá,察察,察察,tsrheat tsrheat,NA,RED,宀,NA,pristine purity; usullied whitness; down to the smallest detail,分別辨析。老子．第二十章：「俗人察察，我獨悶悶。」新唐書．卷二○七．宦者傳上．吐突承璀傳：「以黃門直東宮，為掖廷局博士，察察有才。」潔淨。楚辭．屈原．漁父：「安能以身之察察，受物之汶汶者乎？」,NA
cha2~ya2,chá~yá,查牙,查牙,dzrae-ngae,NA,RR,NA,嵖岈？,jutting out,NA,NA
cha4~chi4,chà~chì,侘傺,侘傺,trhaeH-trhjejH,NA,RR,亻,NA,depressed; overcome with melancholy,失志的樣子。楚辭．屈原．離騷：「忳鬱邑余侘傺兮，吾獨窮困乎此時也。」三國．魏．曹丕．曹蒼舒誄：「兼悲增傷，侘傺失氣。」近潦倒、坎坷反軒眉,NA
chai4~jie4,chài~jiè,蠆芥,虿芥,trheajH-keajH,NA,BR,草,蠆介,rancor and venom stored in one's heart,刺鯁。比喻心胸有所梗塞。文選．張衡．西京賦：「睚眥蠆芥，屍僵路隅。」,NA
chan2~chan2,chán~chán,巉巉,巉巉,dzraem dzraem,NA,RED,山,嶄,cragged and jagged,山勢高險。唐．張祜．遊天台山：「巉巉割秋碧，媧女徒巧補。」銳利、尖銳。聊齋志異．卷一．畫皮：「見一獰鬼，面翠色，齒巉巉如鋸。」,NA
chan2~chan2,chán~chán,嶄嶄,崭崭,dzraem-dzraem,NA,RED,山,NA,peaked and pinnacled,NA,NA
chan2~chan2,chán~chán,潺潺,潺潺,thean thean,NA,RED,氵,NA,"gurgling, flowing (of water); falling down (of tears)",狀聲詞：(1)​ 形容流水聲。三國．魏．曹丕．丹霞蔽日行：「谷水潺潺，木落翩翩。」唐．孟郊．弔盧殷詩十首之一：「百泉空相吊，日久哀潺潺。」(2)​ 形容雨聲。唐．柳宗元．雨中贈仙人山賈山人詩：「寒江夜雨聲潺潺，曉雲遮盡仙人山。」南唐．李煜．浪淘沙．簾外雨潺潺詞：「簾外雨潺潺，春意闌珊，羅衾不耐五更寒。」,NA
chan2~chu2,chán~chú,蟾蜍,蟾蜍,dzyem-syo,NA,BR,蟲,NA,toad name onomatopoeic of its croak,動物名。兩棲綱無尾目蟾蜍科。體型肥大，性遲緩，不能鳴，常棲於陰溼之地。皮膚有疣，可分泌毒液。或稱為「癩蛤蟆」、「戚施」、「詹諸」。語出淮南子．精神：「日中有踆烏，而月中有蟾蜍。」後用為月亮的代稱。唐．劉商．胡笳十八拍．第十一拍：「幾回鴻雁來又去，腸斷蟾蜍虧復圓。」元．白樸．牆頭馬上．第二折：「月也你本細如弓一半兒蟾蜍，卻休明如鏡照三千世界。」,animal
chan2~juan1,chán~juān,嬋娟,婵娟,dzyen-'jen,NA,RR,女,蟬娟,charming; lovely,形容姿態曼妙優雅。唐．孟郊．嬋娟篇：「花嬋娟，泛春泉；竹嬋娟，籠曉煙。」元．沈禧．一枝花．天生瑚璉套．梁州曲：「腰肢嫋娜，體態嬋娟。」亦作「嬋媛」。美女、美人。唐．方干．贈趙崇侍御詩：「卻教鸚鵡呼桃葉，便遣嬋娟唱竹枝。」清．孔尚任．桃花扇．第二齣：「一帶妝樓臨水蓋，家家分影照嬋娟。」或稱為「婢娟」。形容月色明媚或指明月。唐．劉長卿．湘妃詩：「嬋娟湘江月，千載空蛾眉。」宋．蘇軾．水調歌頭．明月幾時有詞：「但願人長久，千里共嬋娟」。,NA
chan2~lian2,chán~lián,蟬聯,蝉联,dzyen-ljen,NA,RB,NA,蟬連,continously; endlessly linked,連續相承。史記．卷三十六．陳杞世家．司馬貞．索隱述贊：「句踐勃興，田和吞噬。蟬聯血食，豈其苗裔？」連任職位，或繼續保有某種地位。梁書．卷三十三．王筠傳：「吾少好百家之言，身為四代之史，自開闢已來，未有爵位蟬聯，文才相繼，如王氏之盛者也。」近連任,NA
chan2~lun2,chán~lún,攙掄,搀抡,dzream-lwon,NA,NOTIDEOPHONE,扌,NA,tailed comet,NA,astronomy
chan2~mian2,chán~mián,纏綿,缠绵,drjen-mjen,NA,BR,糸,NA,with exacting attention to detail; dizzy and dazed,糾結纏繞，無法擺脫。文選．張載．七哀詩二首之二：「丘隴日已遠，纏綿彌思深。」紅樓夢．第五回：「因近來風流冤孽，纏綿於此處。」近繾綣、綢繆反冷淡綿長久遠。晉．干寶．晉紀總論：「故其積基樹本，經緯禮俗，節理人情，恤隱民事，如此之纏綿也。」宛轉動聽。紅樓夢．第九回：「性情體貼，話語纏綿。」,NA
chan2~qiang1,chán~qiāng,欃槍,欃枪,dzream-tsrhaeng,NA,NOTIDEOPHONE,木,NA,sharpened spearhead comet,彗星的別名。爾雅．釋天：「彗星為欃槍。」見「彗星」條。,astronomy; 槍 qiang1 read as cheng1
chan2~tan2,chán~tán,欃檀,欃檀,dzream-dan,NA,NOTIDEOPHONE,木,NA,(Sanskrit) candana sandalwood,NA,plant
chan2~tian2,chán~tián,澶湉,澶湉,dzyen-dem,NA,RR,氵,NA,calm and smooth (of water),形容水流緩慢沉靜。文選．左思．吳都賦：「澒溶沆瀁，莫測其深，莫究其廣，澶湉漠而無涯。」,NA
chan2~yan2,chán~yán,巉巖,巉巖,dzraem-ngaem,NA,RB,山,嶄巖、孱顏,cragged and jagged,險峻的山石。如：「望眼過去，只見巉岩林立。」危峻的山石。唐．李白．蜀道難：「問君西遊何時還，畏途巉巖不可攀。」宋．蘇軾．後赤壁賦：「予乃攝衣而上，履巉巖，披蒙茸。」,孱顏 chan2yan2 variant has different MC reading: dzrean-ngaen
chan2~yan2,chán~yán,嶄巗,崭巗,dzram-ngjaem,NA,RR,山,"嶄巖, 嶄巗","cragged cliffs, craggy steeps, steeply scarped",NA,NA
chan2~yan2,chán~yán,嶄巖,崭巖,dzram-ngjaem,NA,RR,山,"嶄巖, 嶄巗","cragged cliffs, craggy steeps, steeply scarped",NA,NA
chan2~yuan2,chán~yuán,嬋媛,婵媛,dzyen-hjwen,NA,RR,女,蟬媛,"attractive and alluring; prelongedt and drawn out, reluctant",形容姿態曼妙優雅。後漢書．卷八十．文苑傳下．邊讓傳：「形便娟以嬋媛兮，若流風之靡草。」亦作「嬋娟」。牽引、縈繞。楚辭．屈原．離騷：「女嬃之嬋媛兮，申申其詈予。」文選．張衡．南都賦：「結根竦本，垂條嬋媛。」或作「撣媛」。,NA
chan2~yuan2,chán~yuán,潺湲,潺湲,thean-hjwen,NA,BR,氵,NA,lap and splash (of running water); well and trickel (of tears),水流動緩慢的樣子。楚辭．屈原．九歌．湘夫人：「荒忽兮遠望，觀流水兮潺湲。」南朝宋．謝靈運．七里瀨詩：「石淺水潺湲，日落山照曜。」狀聲詞。形容水流聲。唐．岑參．過緱山王處士黑石谷隱居詩：「獨有南澗水，潺湲如昔聞。」紅樓夢．第十七、十八回：「忽聞水聲潺湲，瀉出石洞。」淚流不止的樣子。楚辭．九歌．湘君：「橫流涕兮潺湲，隱思君兮陫側。」,NA
chan2~zhuo2,chán~zhuó,瀺灂,瀺灂,dzraem-dzrawek,NA,BR,氵,NA,splish splash of running water; plunge and drift,NA,NA
chan3~chan3,chǎn~chǎn,幝幝,幝幝,NA,NA,NA,NA,NA,NA,破敗的樣子。詩經．小雅．杕杜：「檀車幝幝，四牡痯痯。」,NA
chang1~chang1,chāng~chāng,倀倀,伥伥,trjang trjang,NA,RED,亻,NA,"blindly, recklessly, with no concern for others",無所適從的樣子。禮記．仲尼燕居：「治國而無禮，譬猶瞽之無相與，倀倀乎其何之？」荀子．修身：「人無法則倀倀然。」楊倞．注：「倀倀，無所適貌，言不知所措履。」,NA
chang1~he2,chāng~hé,閶闔,阊阖,tsyhang-hap,NA,NOTIDEOPHONE,門,NA,"grand gate, esp. mythological Heaven's Portal",天門。楚辭．屈原．離騷：「吾令帝閽開關兮，倚閶闔而望予。」唐．李白．梁甫吟：「閶闔九門不可通，以額叩關閽者怒。」皇宮正門。文選．左思．詠史詩八首之五：「被褐出閶闔，高步追許由。」唐．王維．和賈舍人早朝大明宮之作詩：「九天閶闔開宮殿，萬國衣冠拜冕旒。」秋風。文選．郭璞．遊仙詩七首之二：「閶闔西南來，潛波渙鱗起。」亦作「昌盍」。,mythology
chang1~jue2,chāng~jué,猖獗,猖獗,tsyhang-kjwot,NA,RR,犭,猖蹶,wanton and reckless; self-indulgent; subversive,狂妄放肆。文選．丘遲．與陳伯之書：「尋君去就之際，非有他故，直以不能內審諸己，外受流言，沉迷猖獗，以至於此。」三國演義．第四十回：「劉備如此猖獗，真腹心之患也，不可不急除。」近跋扈、狓猖、瘋狂、囂張、猖狂反斂跡、收斂傾敗、滅亡。三國志．卷三十五．蜀書．諸葛亮傳：「孤不度德量力，欲信大義於天下，而智術淺短，遂用猖（獗）​〔蹶〕，至于今日。」,NA
